oktmo,name,year,museums
oktmo,municipality,year,indicator_value
01625101,город Горняк,2011,1.0
01625101,город Горняк,2012,1.0
01625101,город Горняк,2013,1.0
01625101,город Горняк,2014,1.0
01625101,город Горняк,2015,1.0
01626000,Мамонтовский муниципальный район,2007,1.0
01626000,Мамонтовский муниципальный район,2008,1.0
01626000,Мамонтовский муниципальный район,2009,1.0
01626000,Мамонтовский муниципальный район,2010,1.0
01626000,Мамонтовский муниципальный район,2011,1.0
01626000,Мамонтовский муниципальный район,2012,1.0
01626000,Мамонтовский муниципальный район,2013,1.0
01626000,Мамонтовский муниципальный район,2014,1.0
01626000,Мамонтовский муниципальный район,2015,1.0
01626000,Мамонтовский муниципальный район,2016,1.0
01626000,Мамонтовский муниципальный район,2017,1.0
01626449,Мамонтовский сельсовет,2007,1.0
01626449,Мамонтовский сельсовет,2008,1.0
01626449,Мамонтовский сельсовет,2009,1.0
01626449,Мамонтовский сельсовет,2010,1.0
01626449,Мамонтовский сельсовет,2011,1.0
01626449,Мамонтовский сельсовет,2012,1.0
01626449,Мамонтовский сельсовет,2013,1.0
01626449,Мамонтовский сельсовет,2014,1.0
01626449,Мамонтовский сельсовет,2015,1.0
01626449,Мамонтовский сельсовет,2016,1.0
01626449,Мамонтовский сельсовет,2017,1.0
01627000,Михайловский муниципальный район,2007,2.0
01627000,Михайловский муниципальный район,2008,2.0
01627416,Михайловский сельсовет,2007,2.0
01627416,Михайловский сельсовет,2008,2.0
01629000,Зональный муниципальный район,2009,1.0
01629000,Зональный муниципальный район,2010,1.0
01629000,Зональный муниципальный район,2011,1.0
01629000,Зональный муниципальный район,2012,1.0
01629000,Зональный муниципальный район,2013,1.0
01629000,Зональный муниципальный район,2014,1.0
01629000,Зональный муниципальный район,2015,1.0
01629000,Зональный муниципальный район,2016,1.0
01629426,Зональный сельсовет,2009,1.0
01629426,Зональный сельсовет,2011,1.0
01629426,Зональный сельсовет,2012,1.0
01629426,Зональный сельсовет,2013,1.0
01629426,Зональный сельсовет,2014,1.0
01629426,Зональный сельсовет,2015,1.0
01629426,Зональный сельсовет,2016,1.0
01629480,Соколовский сельсовет,2010,1.0
01630000,Павловский муниципальный район,2007,2.0
01630000,Павловский муниципальный район,2008,2.0
01630000,Павловский муниципальный район,2009,2.0
01630000,Павловский муниципальный район,2010,2.0
01630000,Павловский муниципальный район,2011,1.0
01630000,Павловский муниципальный район,2012,1.0
01630000,Павловский муниципальный район,2013,1.0
01630000,Павловский муниципальный район,2014,1.0
01630000,Павловский муниципальный район,2015,1.0
01630000,Павловский муниципальный район,2016,1.0
01630000,Павловский муниципальный район,2017,1.0
01630460,Павловский сельсовет,2007,2.0
01630460,Павловский сельсовет,2008,2.0
01630460,Павловский сельсовет,2009,2.0
01630460,Павловский сельсовет,2010,2.0
01630460,Павловский сельсовет,2011,1.0
01630460,Павловский сельсовет,2012,1.0
01630460,Павловский сельсовет,2013,1.0
01630460,Павловский сельсовет,2014,1.0
01630460,Павловский сельсовет,2015,1.0
01630460,Павловский сельсовет,2016,1.0
01630460,Павловский сельсовет,2017,1.0
01632000,Первомайский муниципальный район,2007,1.0
01632000,Первомайский муниципальный район,2008,1.0
01632000,Первомайский муниципальный район,2009,1.0
01632000,Первомайский муниципальный район,2010,1.0
01632000,Первомайский муниципальный район,2011,1.0
01632000,Первомайский муниципальный район,2012,1.0
01632434,Зудиловский сельсовет,2007,1.0
01632434,Зудиловский сельсовет,2008,1.0
01632434,Зудиловский сельсовет,2009,1.0
01632434,Зудиловский сельсовет,2010,1.0
01632434,Зудиловский сельсовет,2011,1.0
01632434,Зудиловский сельсовет,2012,1.0
01633000,Петропавловский муниципальный район,2007,1.0
01633000,Петропавловский муниципальный район,2008,1.0
01633000,Петропавловский муниципальный район,2009,1.0
01633000,Петропавловский муниципальный район,2010,1.0
01633000,Петропавловский муниципальный район,2011,1.0
01633000,Петропавловский муниципальный район,2012,1.0
01633000,Петропавловский муниципальный район,2013,1.0
01633000,Петропавловский муниципальный район,2014,1.0
01633000,Петропавловский муниципальный район,2015,1.0
01633000,Петропавловский муниципальный район,2016,1.0
01633000,Петропавловский муниципальный район,2017,1.0
01633457,Петропавловский сельсовет,2007,1.0
01633457,Петропавловский сельсовет,2008,1.0
01633457,Петропавловский сельсовет,2009,1.0
01633457,Петропавловский сельсовет,2010,1.0
01633457,Петропавловский сельсовет,2011,1.0
01633457,Петропавловский сельсовет,2012,1.0
01633457,Петропавловский сельсовет,2013,1.0
01633457,Петропавловский сельсовет,2014,1.0
01633457,Петропавловский сельсовет,2015,1.0
01633457,Петропавловский сельсовет,2016,1.0
01633457,Петропавловский сельсовет,2017,1.0
01634000,Поспелихинский муниципальный район,2007,1.0
01634000,Поспелихинский муниципальный район,2008,1.0
01634000,Поспелихинский муниципальный район,2009,1.0
01634000,Поспелихинский муниципальный район,2010,1.0
01634000,Поспелихинский муниципальный район,2011,1.0
01634000,Поспелихинский муниципальный район,2012,1.0
01634000,Поспелихинский муниципальный район,2013,1.0
01634000,Поспелихинский муниципальный район,2014,1.0
01634000,Поспелихинский муниципальный район,2015,1.0
01634000,Поспелихинский муниципальный район,2016,1.0
01634000,Поспелихинский муниципальный район,2017,1.0
01634495,Поспелихинский Центральный сельсовет,2007,1.0
01634495,Поспелихинский Центральный сельсовет,2008,1.0
01634495,Поспелихинский Центральный сельсовет,2009,1.0
01634495,Поспелихинский Центральный сельсовет,2010,1.0
01634495,Поспелихинский Центральный сельсовет,2011,1.0
01634495,Поспелихинский Центральный сельсовет,2012,1.0
01634495,Поспелихинский Центральный сельсовет,2013,1.0
01634495,Поспелихинский Центральный сельсовет,2014,1.0
01634495,Поспелихинский Центральный сельсовет,2015,1.0
01634495,Поспелихинский Центральный сельсовет,2016,1.0
01634495,Поспелихинский Центральный сельсовет,2017,1.0
01635000,Ребрихинский муниципальный район,2007,1.0
01635000,Ребрихинский муниципальный район,2008,1.0
01635000,Ребрихинский муниципальный район,2009,1.0
01635000,Ребрихинский муниципальный район,2010,1.0
01635000,Ребрихинский муниципальный район,2011,1.0
01635000,Ребрихинский муниципальный район,2012,1.0
01635000,Ребрихинский муниципальный район,2013,1.0
01635000,Ребрихинский муниципальный район,2014,1.0
01635000,Ребрихинский муниципальный район,2015,1.0
01635000,Ребрихинский муниципальный район,2016,1.0
01635000,Ребрихинский муниципальный район,2017,1.0
01635464,Ребрихинский сельсовет,2007,1.0
01635464,Ребрихинский сельсовет,2008,1.0
01635464,Ребрихинский сельсовет,2009,1.0
01635464,Ребрихинский сельсовет,2010,1.0
01635464,Ребрихинский сельсовет,2011,1.0
01635464,Ребрихинский сельсовет,2012,1.0
01635464,Ребрихинский сельсовет,2013,1.0
01635464,Ребрихинский сельсовет,2014,1.0
01635464,Ребрихинский сельсовет,2015,1.0
01635464,Ребрихинский сельсовет,2016,1.0
01635464,Ребрихинский сельсовет,2017,1.0
01636000,Родинский муниципальный район,2007,2.0
01636000,Родинский муниципальный район,2008,1.0
01636000,Родинский муниципальный район,2009,1.0
01636000,Родинский муниципальный район,2010,1.0
01636000,Родинский муниципальный район,2011,1.0
01636000,Родинский муниципальный район,2012,1.0
01636000,Родинский муниципальный район,2013,1.0
01636000,Родинский муниципальный район,2014,1.0
01636000,Родинский муниципальный район,2015,1.0
01636000,Родинский муниципальный район,2016,1.0
01636000,Родинский муниципальный район,2017,1.0
01636456,Родинский сельсовет,2007,2.0
01636456,Родинский сельсовет,2008,1.0
01636456,Родинский сельсовет,2009,1.0
01636456,Родинский сельсовет,2010,1.0
01636456,Родинский сельсовет,2011,1.0
01636456,Родинский сельсовет,2012,1.0
01636456,Родинский сельсовет,2013,1.0
01636456,Родинский сельсовет,2014,1.0
01636456,Родинский сельсовет,2015,1.0
01636456,Родинский сельсовет,2016,1.0
01636456,Родинский сельсовет,2017,1.0
01637000,Романовский муниципальный район,2007,1.0
01637000,Романовский муниципальный район,2008,1.0
01637000,Романовский муниципальный район,2009,1.0
01637000,Романовский муниципальный район,2010,1.0
01637000,Романовский муниципальный район,2011,1.0
01637000,Романовский муниципальный район,2012,1.0
01637000,Романовский муниципальный район,2013,1.0
01637000,Романовский муниципальный район,2014,1.0
01637000,Романовский муниципальный район,2015,1.0
01637000,Романовский муниципальный район,2016,1.0
01637000,Романовский муниципальный район,2017,1.0
01637468,Романовский сельсовет,2007,1.0
01637468,Романовский сельсовет,2008,1.0
01637468,Романовский сельсовет,2009,1.0
01637468,Романовский сельсовет,2010,1.0
01637468,Романовский сельсовет,2011,1.0
01637468,Романовский сельсовет,2012,1.0
01637468,Романовский сельсовет,2013,1.0
01637468,Романовский сельсовет,2014,1.0
01637468,Романовский сельсовет,2015,1.0
01637468,Романовский сельсовет,2016,1.0
01637468,Романовский сельсовет,2017,1.0
01640000,Смоленский муниципальный район,2007,1.0
01640000,Смоленский муниципальный район,2008,1.0
01640000,Смоленский муниципальный район,2009,1.0
01640000,Смоленский муниципальный район,2010,1.0
01640000,Смоленский муниципальный район,2011,1.0
01640000,Смоленский муниципальный район,2012,2.0
01640456,Смоленский сельсовет,2007,1.0
01640456,Смоленский сельсовет,2008,1.0
01640456,Смоленский сельсовет,2009,1.0
01640456,Смоленский сельсовет,2010,1.0
01640456,Смоленский сельсовет,2011,1.0
01640456,Смоленский сельсовет,2012,2.0
01642000,Советский муниципальный район,2007,1.0
01642000,Советский муниципальный район,2008,1.0
01642000,Советский муниципальный район,2009,1.0
01642000,Советский муниципальный район,2010,1.0
01642000,Советский муниципальный район,2011,1.0
01642000,Советский муниципальный район,2012,1.0
01642000,Советский муниципальный район,2013,1.0
01642000,Советский муниципальный район,2014,1.0
01642000,Советский муниципальный район,2015,1.0
01642000,Советский муниципальный район,2016,1.0
01642000,Советский муниципальный район,2017,1.0
01642452,Советский сельсовет,2007,1.0
01642452,Советский сельсовет,2008,1.0
01642452,Советский сельсовет,2009,1.0
01642452,Советский сельсовет,2010,1.0
01642452,Советский сельсовет,2011,1.0
01642452,Советский сельсовет,2012,1.0
01642452,Советский сельсовет,2013,1.0
01642452,Советский сельсовет,2014,1.0
01642452,Советский сельсовет,2015,1.0
01642452,Советский сельсовет,2016,1.0
01642452,Советский сельсовет,2017,1.0
01643000,Солонешенский муниципальный район,2009,1.0
01643000,Солонешенский муниципальный район,2010,1.0
01643000,Солонешенский муниципальный район,2011,1.0
01643000,Солонешенский муниципальный район,2012,1.0
01643000,Солонешенский муниципальный район,2013,1.0
01643000,Солонешенский муниципальный район,2014,1.0
01643000,Солонешенский муниципальный район,2015,1.0
01643000,Солонешенский муниципальный район,2016,1.0
01643000,Солонешенский муниципальный район,2017,1.0
01643450,Солонешенский сельсовет,2009,1.0
01643450,Солонешенский сельсовет,2010,1.0
01643450,Солонешенский сельсовет,2011,1.0
01643450,Солонешенский сельсовет,2012,1.0
01643450,Солонешенский сельсовет,2013,1.0
01643450,Солонешенский сельсовет,2014,1.0
01643450,Солонешенский сельсовет,2015,1.0
01643450,Солонешенский сельсовет,2016,1.0
01643450,Солонешенский сельсовет,2017,1.0
01645000,Шелаболихинский муниципальный район,2007,1.0
01645000,Шелаболихинский муниципальный район,2008,1.0
01645000,Шелаболихинский муниципальный район,2009,1.0
01645000,Шелаболихинский муниципальный район,2010,1.0
01645000,Шелаболихинский муниципальный район,2011,1.0
01645000,Шелаболихинский муниципальный район,2012,1.0
