oktmo,name,year,visiblecompanies
47620000,Терский муниципальный район,2014,4.0
47620000,Терский муниципальный район,2015,3.0
47620000,Терский муниципальный район,2016,3.0
47620000,Терский муниципальный район,2017,3.0
47620000,Терский муниципальный район,2018,3.0
47620000,Терский муниципальный район,2019,3.0
47620000,Терский муниципальный район,2020,4.0
47620000,Терский муниципальный район,2021,3.0
47620000,Терский муниципальный район,2022,3.0
47620151,Умба,2009,5.0
47620151,Умба,2010,4.0
47620151,Умба,2011,3.0
47620151,Умба,2012,2.0
47620151,Умба,2013,2.0
47620401,Варзуга,2009,1.0
47620401,Варзуга,2010,1.0
47620401,Варзуга,2011,1.0
47620401,Варзуга,2012,1.0
47620401,Варзуга,2013,1.0
47701000,город-герой Мурманск,2009,180.0
47701000,город-герой Мурманск,2010,176.0
47701000,город-герой Мурманск,2011,177.0
47701000,город-герой Мурманск,2012,170.0
47701000,город-герой Мурманск,2013,168.0
47701000,город-герой Мурманск,2014,153.0
47701000,город-герой Мурманск,2015,141.0
47701000,город-герой Мурманск,2016,121.0
47701000,город-герой Мурманск,2017,104.0
47701000,город-герой Мурманск,2018,117.0
47701000,город-герой Мурманск,2019,113.0
47701000,город-герой Мурманск,2020,131.0
47701000,город-герой Мурманск,2021,137.0
47701000,город-герой Мурманск,2022,125.0
47703000,Ковдорский район,2009,14.0
47703000,Ковдорский район,2010,13.0
47703000,Ковдорский район,2011,13.0
47703000,Ковдорский район,2012,13.0
47703000,Ковдорский район,2013,13.0
47703000,Ковдорский район,2014,12.0
47703000,Ковдорский район,2015,12.0
47703000,Ковдорский район,2016,12.0
47703000,Ковдорский район,2017,7.0
47703000,Ковдорский район,2018,12.0
47703000,Ковдорский район,2019,9.0
47703000,Ковдорский район,2020,8.0
47703000,Ковдорский район,2021,7.0
47705000,город Апатиты,2009,34.0
47705000,город Апатиты,2010,27.0
47705000,город Апатиты,2011,26.0
47705000,город Апатиты,2012,24.0
47705000,город Апатиты,2013,27.0
47705000,город Апатиты,2014,22.0
47705000,город Апатиты,2015,22.0
47705000,город Апатиты,2016,18.0
47705000,город Апатиты,2017,16.0
47705000,город Апатиты,2018,15.0
47705000,город Апатиты,2019,14.0
47705000,город Апатиты,2020,16.0
47705000,город Апатиты,2021,14.0
47712000,город Кировск,2009,13.0
47712000,город Кировск,2010,14.0
47712000,город Кировск,2011,12.0
47712000,город Кировск,2012,13.0
47712000,город Кировск,2013,12.0
47712000,город Кировск,2014,13.0
47712000,город Кировск,2015,13.0
47712000,город Кировск,2016,15.0
47712000,город Кировск,2017,12.0
47712000,город Кировск,2018,13.0
47712000,город Кировск,2019,13.0
47712000,город Кировск,2020,15.0
47712000,город Кировск,2021,15.0
47715000,город Мончегорск,2009,28.0
47715000,город Мончегорск,2010,27.0
47715000,город Мончегорск,2011,26.0
47715000,город Мончегорск,2012,23.0
47715000,город Мончегорск,2013,21.0
47715000,город Мончегорск,2014,21.0
47715000,город Мончегорск,2015,18.0
47715000,город Мончегорск,2016,20.0
47715000,город Мончегорск,2017,15.0
47715000,город Мончегорск,2018,16.0
47715000,город Мончегорск,2019,15.0
47715000,город Мончегорск,2020,16.0
47715000,город Мончегорск,2021,16.0
47717000,город Оленегорск,2009,15.0
47717000,город Оленегорск,2010,13.0
47717000,город Оленегорск,2011,10.0
47717000,город Оленегорск,2012,10.0
47717000,город Оленегорск,2013,9.0
47717000,город Оленегорск,2014,6.0
47717000,город Оленегорск,2015,6.0
47717000,город Оленегорск,2016,5.0
47717000,город Оленегорск,2017,6.0
47717000,город Оленегорск,2018,7.0
47717000,город Оленегорск,2019,8.0
47717000,город Оленегорск,2020,7.0
47717000,город Оленегорск,2021,5.0
47719000,город Полярные Зори,2009,9.0
47719000,город Полярные Зори,2010,7.0
47719000,город Полярные Зори,2011,7.0
47719000,город Полярные Зори,2012,6.0
47719000,город Полярные Зори,2013,6.0
47719000,город Полярные Зори,2014,6.0
47719000,город Полярные Зори,2015,6.0
47719000,город Полярные Зори,2016,4.0
47719000,город Полярные Зори,2017,3.0
47719000,город Полярные Зори,2018,3.0
47719000,город Полярные Зори,2019,3.0
47719000,город Полярные Зори,2020,3.0
47719000,город Полярные Зори,2021,3.0
49538000,Солецкий,2021,4.0
49538000,Солецкий,2022,4.0
49545000,Хвойнинский,2021,4.0
49545000,Хвойнинский,2022,4.0
49603000,Батецкий муниципальный район,2009,4.0
49603000,Батецкий муниципальный район,2010,3.0
49603000,Батецкий муниципальный район,2011,3.0
49603000,Батецкий муниципальный район,2012,1.0
49603000,Батецкий муниципальный район,2017,3.0
49603000,Батецкий муниципальный район,2018,3.0
49603000,Батецкий муниципальный район,2019,3.0
49603000,Батецкий муниципальный район,2020,3.0
49603000,Батецкий муниципальный район,2021,3.0
49603000,Батецкий муниципальный район,2022,3.0
49603400,Сельские поселения Батецкого муниципального района/,2011,3.0
49603400,Сельские поселения Батецкого муниципального района/,2012,1.0
49603402,Батецкое,2009,4.0
49603402,Батецкое,2010,3.0
49603402,Батецкое,2011,3.0
49603402,Батецкое,2012,1.0
49606000,Боровичский муниципальный район,2009,39.0
49606000,Боровичский муниципальный район,2010,80.0
49606000,Боровичский муниципальный район,2011,36.0
49606000,Боровичский муниципальный район,2012,37.0
49606000,Боровичский муниципальный район,2013,32.0
49606000,Боровичский муниципальный район,2014,27.0
49606000,Боровичский муниципальный район,2015,25.0
49606000,Боровичский муниципальный район,2016,23.0
49606000,Боровичский муниципальный район,2017,18.0
49606000,Боровичский муниципальный район,2018,20.0
49606000,Боровичский муниципальный район,2019,20.0
49606000,Боровичский муниципальный район,2020,19.0
49606000,Боровичский муниципальный район,2021,16.0
49606000,Боровичский муниципальный район,2022,16.0
49606100,Городские поселения Боровичского муниципального района/,2011,33.0
49606100,Городские поселения Боровичского муниципального района/,2012,34.0
49606100,Городские поселения Боровичского муниципального района/,2013,31.0
49606101,город Боровичи,2009,36.0
49606101,город Боровичи,2010,67.0
49606101,город Боровичи,2011,33.0
49606101,город Боровичи,2012,34.0
49606101,город Боровичи,2013,31.0
49606400,Сельские поселения Боровичского муниципального района/,2011,3.0
49606400,Сельские поселения Боровичского муниципального района/,2012,3.0
49606413,Волокское,2009,1.0
49606413,Волокское,2010,2.0
49606413,Волокское,2011,1.0
49606413,Волокское,2012,1.0
49606419,Ёгольское,2010,2.0
49606419,Ёгольское,2011,1.0
49606419,Ёгольское,2012,1.0
49606440,Опеченское,2010,2.0
49606440,Опеченское,2012,1.0
49606443,Перёдское,2010,2.0
49606446,Прогресское,2010,2.0
49606449,Сушанское,2009,2.0
49606449,Сушанское,2010,3.0
49606449,Сушанское,2011,1.0
49608000,Валдайский муниципальный район,2009,20.0
49608000,Валдайский муниципальный район,2010,26.0
49608000,Валдайский муниципальный район,2011,14.0
49608000,Валдайский муниципальный район,2012,7.0
49608000,Валдайский муниципальный район,2013,6.0
49608000,Валдайский муниципальный район,2014,5.0
49608000,Валдайский муниципальный район,2015,5.0
49608000,Валдайский муниципальный район,2016,7.0
49608000,Валдайский муниципальный район,2017,6.0
49608000,Валдайский муниципальный район,2018,7.0
49608000,Валдайский муниципальный район,2019,7.0
49608000,Валдайский муниципальный район,2020,8.0
49608000,Валдайский муниципальный район,2021,9.0
49608000,Валдайский муниципальный район,2022,8.0
49608100,Городские поселения Валдайского муниципального района/,2011,12.0
49608100,Городские поселения Валдайского муниципального района/,2012,6.0
49608100,Городские поселения Валдайского муниципального района/,2013,6.0
49608101,Валдайское,2009,18.0
49608101,Валдайское,2010,21.0
49608101,Валдайское,2011,12.0
49608101,Валдайское,2012,6.0
49608101,Валдайское,2013,6.0
49608400,Сельские поселения Валдайского муниципального района/,2011,2.0
49608400,Сельские поселения Валдайского муниципального района/,2012,1.0
49608410,Едровское,2009,1.0
49608410,Едровское,2010,3.0
49608410,Едровское,2011,1.0
49608449,Яжелбицкое,2009,1.0
49608449,Яжелбицкое,2010,2.0
49608449,Яжелбицкое,2011,1.0
49608449,Яжелбицкое,2012,1.0
49610000,Волотовский муниципальный район,2009,2.0
49610000,Волотовский муниципальный район,2010,1.0
49610000,Волотовский муниципальный район,2011,1.0
49610000,Волотовский муниципальный район,2012,1.0
49610400,Сельские поселения Волотовского муниципального района,2011,1.0
49610400,Сельские поселения Волотовского муниципального района,2012,1.0
49610404,сельское поселение Волот (с 2011г. объединены с/п Волот и Взглядское),2009,2.0
49610404,сельское поселение Волот (с 2011г. объединены с/п Волот и Взглядское),2010,1.0
49610404,сельское поселение Волот (с 2011г. объединены с/п Волот и Взглядское),2011,1.0
49610404,сельское поселение Волот (с 2011г. объединены с/п Волот и Взглядское),2012,1.0
49612000,Демянский муниципальный район,2009,9.0
49612000,Демянский муниципальный район,2010,21.0
49612000,Демянский муниципальный район,2011,7.0
49612000,Демянский муниципальный район,2012,5.0
49612000,Демянский муниципальный район,2013,4.0
49612000,Демянский муниципальный район,2014,3.0
49612000,Демянский муниципальный район,2018,3.0
49612000,Демянский муниципальный район,2019,3.0
49612100,Городские поселения Демянского муниципального района,2011,5.0
49612100,Городские поселения Демянского муниципального района,2012,3.0
49612100,Городские поселения Демянского муниципального района,2013,3.0
49612151,Демянское,2009,6.0
49612151,Демянское,2010,10.0
49612151,Демянское,2011,5.0
49612151,Демянское,2012,3.0
49612151,Демянское,2013,3.0
49612400,Сельские поселения Демянского муниципального района,2011,2.0
49612400,Сельские поселения Демянского муниципального района,2012,2.0
49612405,Великозаходское,2009,1.0
49612405,Великозаходское,2010,1.0
49612413,"Жирковское (с 2011г. объединены Жирковское, Великозаходское и Тарасовское)",2011,1.0
49612413,"Жирковское (с 2011г. объединены Жирковское, Великозаходское и Тарасовское)",2012,1.0
49612425,Кневицкое,2009,1.0
49612425,Кневицкое,2010,3.0
49612430,Лычковское,2010,3.0
49612435,Никольское,2009,1.0
49612435,Никольское,2010,1.0
49612440,"Песоцкое (с 2011г. объединены Песоцкое, Филиппогорское, Никольское и Большелукское)",2011,1.0
49612440,"Песоцкое (с 2011г. объединены Песоцкое, Филиппогорское, Никольское и Большелукское)",2012,1.0
49612443,"Полновское (с 2011г. объединены Полновское, Дубровское и Новоскребельское)",2010,1.0
49612465,Ямникское (с 2011г. объединены Ямникское и Черноручейское),2010,2.0
49614000,Крестецкий муниципальный район,2009,7.0
49614000,Крестецкий муниципальный район,2010,20.0
49614000,Крестецкий муниципальный район,2011,9.0
49614000,Крестецкий муниципальный район,2012,8.0
49614000,Крестецкий муниципальный район,2013,7.0
49614000,Крестецкий муниципальный район,2014,7.0
49614000,Крестецкий муниципальный район,2015,6.0
49614000,Крестецкий муниципальный район,2016,6.0
49614000,Крестецкий муниципальный район,2017,5.0
49614000,Крестецкий муниципальный район,2018,4.0
49614000,Крестецкий муниципальный район,2019,4.0
49614000,Крестецкий муниципальный район,2020,3.0
49614000,Крестецкий муниципальный район,2021,3.0
49614000,Крестецкий муниципальный район,2022,4.0
49614100,Городские поселения Крестецкого муниципального района,2011,8.0
49614100,Городские поселения Крестецкого муниципального района,2012,7.0
49614100,Городские поселения Крестецкого муниципального района,2013,6.0
49614151,Крестецкое,2009,7.0
49614151,Крестецкое,2010,16.0
49614151,Крестецкое,2011,8.0
49614151,Крестецкое,2012,7.0
49614151,Крестецкое,2013,6.0
49614400,Сельские поселения Крестецкого муниципального района,2011,1.0
49614400,Сельские поселения Крестецкого муниципального района,2012,1.0
49614404,Ручьевское,2010,1.0
49614416,Зайцевское,2010,1.0
49614428,"Новорахинское (с 2011г. объединены Новорахинское, Локотское и Сомёнское)",2010,2.0
49614428,"Новорахинское (с 2011г. объединены Новорахинское, Локотское и Сомёнское)",2011,1.0
49614428,"Новорахинское (с 2011г. объединены Новорахинское, Локотское и Сомёнское)",2012,1.0
49616000,Любытинский муниципальный район,2009,9.0
49616000,Любытинский муниципальный район,2010,12.0
49616000,Любытинский муниципальный район,2011,8.0
49616000,Любытинский муниципальный район,2012,5.0
49616000,Любытинский муниципальный район,2013,5.0
49616000,Любытинский муниципальный район,2014,5.0
49616000,Любытинский муниципальный район,2015,5.0
49616000,Любытинский муниципальный район,2016,6.0
49616000,Любытинский муниципальный район,2017,4.0
49616000,Любытинский муниципальный район,2018,5.0
49616000,Любытинский муниципальный район,2019,7.0
49616000,Любытинский муниципальный район,2020,6.0
49616000,Любытинский муниципальный район,2021,5.0
49616000,Любытинский муниципальный район,2022,5.0
49616400,Сельские поселения Любытинского муниципального района/,2011,8.0
49616400,Сельские поселения Любытинского муниципального района/,2012,5.0
49616400,Сельские поселения Любытинского муниципального района/,2013,5.0
49616428,Любытинское,2009,3.0
49616428,Любытинское,2010,7.0
49616428,Любытинское,2011,3.0
49616428,Любытинское,2012,1.0
49616431,Неболчское,2009,6.0
49616431,Неболчское,2010,5.0
49616431,Неболчское,2011,5.0
49616431,Неболчское,2012,4.0
49616431,Неболчское,2013,4.0
49620000,Маловишерский муниципальный район,2009,8.0
49620000,Маловишерский муниципальный район,2010,21.0
49620000,Маловишерский муниципальный район,2011,7.0
49620000,Маловишерский муниципальный район,2012,6.0
49620000,Маловишерский муниципальный район,2013,7.0
49620000,Маловишерский муниципальный район,2014,8.0
49620000,Маловишерский муниципальный район,2015,7.0
49620000,Маловишерский муниципальный район,2016,6.0
49620000,Маловишерский муниципальный район,2017,5.0
49620000,Маловишерский муниципальный район,2018,5.0
49620000,Маловишерский муниципальный район,2019,4.0
49620100,Городские поселения Маловишерского муниципального района/,2011,7.0
49620100,Городские поселения Маловишерского муниципального района/,2012,6.0
49620100,Городские поселения Маловишерского муниципального района/,2013,7.0
49620101,Маловишерское,2009,8.0
49620101,Маловишерское,2010,18.0
49620101,Маловишерское,2011,7.0
49620101,Маловишерское,2012,6.0
49620101,Маловишерское,2013,7.0
49620153,Большевишерское,2010,2.0
49620402,Бургинское,2010,1.0
49623000,Марёвский муниципальный район,2009,3.0
49623000,Марёвский муниципальный район,2010,3.0
49623000,Марёвский муниципальный район,2011,2.0
49623000,Марёвский муниципальный район,2012,1.0
49623400,Сельские поселения Марёвского муниципального района,2011,2.0
49623400,Сельские поселения Марёвского муниципального района,2012,1.0
49623419,Марёвское (с 2011г. объединены Марёвское и Липьевское),2009,3.0
49623419,Марёвское (с 2011г. объединены Марёвское и Липьевское),2010,2.0
49623419,Марёвское (с 2011г. объединены Марёвское и Липьевское),2011,2.0
49623419,Марёвское (с 2011г. объединены Марёвское и Липьевское),2012,1.0
49624000,Мошенской муниципальный район,2009,9.0
49624000,Мошенской муниципальный район,2010,14.0
49624000,Мошенской муниципальный район,2011,8.0
49624000,Мошенской муниципальный район,2012,5.0
49624000,Мошенской муниципальный район,2013,3.0
49624000,Мошенской муниципальный район,2014,3.0
49624000,Мошенской муниципальный район,2015,4.0
49624000,Мошенской муниципальный район,2016,4.0
49624000,Мошенской муниципальный район,2017,3.0
49624000,Мошенской муниципальный район,2018,3.0
49624000,Мошенской муниципальный район,2020,4.0
49624400,Сельские поселения Мошенского муниципального района,2011,8.0
49624400,Сельские поселения Мошенского муниципального района,2012,5.0
49624400,Сельские поселения Мошенского муниципального района,2013,3.0
49624413,"Долговское (с 2011г. объединены Долговское, Красногорское и Бродское)",2009,1.0
49624413,"Долговское (с 2011г. объединены Долговское, Красногорское и Бродское)",2010,1.0
49624413,"Долговское (с 2011г. объединены Долговское, Красногорское и Бродское)",2011,1.0
49624413,"Долговское (с 2011г. объединены Долговское, Красногорское и Бродское)",2012,1.0
49624415,Дубишкинское,2009,1.0
49624415,Дубишкинское,2010,1.0
49624420,Калининское (с 2011г. объединены Калининское и Кабожское),2009,2.0
49624420,Калининское (с 2011г. объединены Калининское и Кабожское),2010,2.0
49624420,Калининское (с 2011г. объединены Калининское и Кабожское),2011,1.0
49624422,"Кировское (с 2011г. объединены Кировское, Устрекское, Осташевское, Меглецкое и Барышовское)",2009,1.0
49624422,"Кировское (с 2011г. объединены Кировское, Устрекское, Осташевское, Меглецкое и Барышовское)",2010,1.0
49624422,"Кировское (с 2011г. объединены Кировское, Устрекское, Осташевское, Меглецкое и Барышовское)",2011,2.0
49624422,"Кировское (с 2011г. объединены Кировское, Устрекское, Осташевское, Меглецкое и Барышовское)",2012,1.0
49624431,Мошенское,2009,2.0
49624431,Мошенское,2010,6.0
49624431,Мошенское,2011,2.0
49624431,Мошенское,2012,1.0
49624434,"Ореховское (с 2011г. объединены Ореховское, Чувашевогорское, Городищенское и Дубишкинское)",2009,1.0
49624434,"Ореховское (с 2011г. объединены Ореховское, Чувашевогорское, Городищенское и Дубишкинское)",2010,2.0
49624434,"Ореховское (с 2011г. объединены Ореховское, Чувашевогорское, Городищенское и Дубишкинское)",2011,2.0
49624434,"Ореховское (с 2011г. объединены Ореховское, Чувашевогорское, Городищенское и Дубишкинское)",2012,2.0
49624443,Устрекское,2009,1.0
49624443,Устрекское,2010,1.0
49625000,Новгородский муниципальный район,2009,30.0
49625000,Новгородский муниципальный район,2010,58.0
49625000,Новгородский муниципальный район,2011,28.0
49625000,Новгородский муниципальный район,2012,26.0
49625000,Новгородский муниципальный район,2013,25.0
49625000,Новгородский муниципальный район,2014,25.0
49625000,Новгородский муниципальный район,2015,27.0
49625000,Новгородский муниципальный район,2016,21.0
49625000,Новгородский муниципальный район,2017,19.0
49625000,Новгородский муниципальный район,2018,22.0
49625000,Новгородский муниципальный район,2019,19.0
49625000,Новгородский муниципальный район,2020,21.0
49625000,Новгородский муниципальный район,2021,20.0
49625000,Новгородский муниципальный район,2022,17.0
49625100,Городские поселения Новгородского муниципального района/,2011,8.0
49625100,Городские поселения Новгородского муниципального района/,2012,10.0
49625100,Городские поселения Новгородского муниципального района/,2013,8.0
49625152,Панковское,2009,10.0
49625152,Панковское,2010,12.0
49625152,Панковское,2011,8.0
49625152,Панковское,2012,8.0
49625152,Панковское,2013,7.0
49625154,Пролетарское,2009,1.0
49625154,Пролетарское,2010,4.0
49625158,ND,2010,2.0
49625158,ND,2012,1.0
49625163,Тёсовское,2010,1.0
49625163,Тёсовское,2012,1.0
49625400,Сельские поселения Новгородского муниципального района/,2011,16.0
49625400,Сельские поселения Новгородского муниципального района/,2012,16.0
49625400,Сельские поселения Новгородского муниципального района/,2013,17.0
49625401,Божонское,2009,1.0
49625401,Божонское,2010,3.0
49625407,Борковское,2010,2.0
49625408,Бронницкое,2010,2.0
49625408,Бронницкое,2012,1.0
49625413,Волотовское.,2009,2.0
49625413,Волотовское.,2010,2.0
49625413,Волотовское.,2011,2.0
49625413,Волотовское.,2012,2.0
49625418,Ермолинское,2009,3.0
49625418,Ермолинское,2010,3.0
49625418,Ермолинское,2011,3.0
49625418,Ермолинское,2012,2.0
49625419,Григоровское,2009,1.0
49625419,Григоровское,2010,2.0
49625419,Григоровское,2011,2.0
49625419,Григоровское,2012,2.0
49625426,Лесновское,2010,2.0
49625427,Новомельницкое,2009,1.0
49625427,Новомельницкое,2010,2.0
49625434,Новоселицкое (с 2011г. объединены Новоселицкое и Божонское),2010,2.0
49625434,Новоселицкое (с 2011г. объединены Новоселицкое и Божонское),2011,2.0
49625434,Новоселицкое (с 2011г. объединены Новоселицкое и Божонское),2012,2.0
49625443,Подберезское,2009,4.0
49625443,Подберезское,2010,6.0
49625443,Подберезское,2011,3.0
49625443,Подберезское,2012,3.0
49625443,Подберезское,2013,3.0
49625450,Савинское,2009,1.0
49625450,Савинское,2010,2.0
49625450,Савинское,2011,1.0
49625450,Савинское,2012,1.0
49625456,Сырковское,2009,1.0
49625456,Сырковское,2010,2.0
49625456,Сырковское,2011,1.0
49625456,Сырковское,2012,1.0
49625458,Трубичинское,2009,1.0
49625458,Трубичинское,2010,2.0
49625458,Трубичинское,2011,1.0
49625458,Трубичинское,2012,1.0
49625472,Чечулинское,2009,1.0
49625472,Чечулинское,2010,3.0
49625472,Чечулинское,2011,1.0
49625472,Чечулинское,2012,1.0
49628000,Окуловский муниципальный район,2009,12.0
49628000,Окуловский муниципальный район,2010,30.0
49628000,Окуловский муниципальный район,2011,14.0
49628000,Окуловский муниципальный район,2012,14.0
49628000,Окуловский муниципальный район,2013,15.0
49628000,Окуловский муниципальный район,2014,17.0
49628000,Окуловский муниципальный район,2015,15.0
49628000,Окуловский муниципальный район,2016,12.0
49628000,Окуловский муниципальный район,2017,11.0
49628000,Окуловский муниципальный район,2018,10.0
49628000,Окуловский муниципальный район,2019,13.0
49628000,Окуловский муниципальный район,2020,14.0
49628000,Окуловский муниципальный район,2021,13.0
49628000,Окуловский муниципальный район,2022,12.0
49628100,Городские поселения Окуловского муниципального района/,2011,13.0
49628100,Городские поселения Окуловского муниципального района/,2012,14.0
49628100,Городские поселения Окуловского муниципального района/,2013,15.0
49628101,Окуловское,2009,10.0
49628101,Окуловское,2010,17.0
49628101,Окуловское,2011,9.0
49628101,Окуловское,2012,10.0
49628101,Окуловское,2013,12.0
49628154,Кулотинское,2010,2.0
49628162,Угловское,2009,1.0
49628162,Угловское,2010,3.0
49628162,Угловское,2011,4.0
49628162,Угловское,2012,4.0
49628162,Угловское,2013,3.0
49628400,Сельские поселения Окуловского муниципального района/,2011,1.0
49628402,Березовикское,2010,1.0
49628404,Боровёнковское,2010,1.0
49628431,Озерковское,2010,1.0
49628446,Котовское,2009,1.0
49628446,Котовское,2010,3.0
49628446,Котовское,2011,1.0
49628458,Турбинное,2010,1.0
49630000,Парфинский муниципальный район,2009,7.0
49630000,Парфинский муниципальный район,2010,22.0
49630000,Парфинский муниципальный район,2011,7.0
49630000,Парфинский муниципальный район,2012,4.0
49630000,Парфинский муниципальный район,2013,3.0
49630000,Парфинский муниципальный район,2014,3.0
49630000,Парфинский муниципальный район,2015,3.0
49630000,Парфинский муниципальный район,2016,3.0
49630000,Парфинский муниципальный район,2017,3.0
49630000,Парфинский муниципальный район,2018,3.0
49630000,Парфинский муниципальный район,2019,3.0
49630000,Парфинский муниципальный район,2020,4.0
49630000,Парфинский муниципальный район,2021,4.0
49630000,Парфинский муниципальный район,2022,3.0
49630100,Городские поселения Парфинского муниципального района/,2011,5.0
49630100,Городские поселения Парфинского муниципального района/,2012,3.0
49630151,Парфинское,2009,4.0
49630151,Парфинское,2010,13.0
49630151,Парфинское,2011,5.0
49630151,Парфинское,2012,3.0
49630400,Сельские поселения Парфинского муниципального района/,2011,2.0
49630400,Сельские поселения Парфинского муниципального района/,2012,1.0
49630407,Лажинское,2010,1.0
49630410,Сергеевское,2010,1.0
49630416,Новодеревенское,2009,1.0
49630416,Новодеревенское,2010,2.0
49630419,Полавское,2010,3.0
49630419,Полавское,2011,1.0
49630419,Полавское,2012,1.0
49630422,Федорковское,2009,2.0
49630422,Федорковское,2010,2.0
49630422,Федорковское,2011,1.0
49632000,Пестовский муниципальный район,2009,9.0
49632000,Пестовский муниципальный район,2010,16.0
49632000,Пестовский муниципальный район,2011,5.0
49632000,Пестовский муниципальный район,2012,7.0
49632000,Пестовский муниципальный район,2013,9.0
49632000,Пестовский муниципальный район,2014,5.0
49632000,Пестовский муниципальный район,2015,4.0
49632000,Пестовский муниципальный район,2017,3.0
49632100,Городские поселения Пестовского муниципального района,2011,5.0
49632100,Городские поселения Пестовского муниципального района,2012,7.0
49632100,Городские поселения Пестовского муниципального района,2013,9.0
49632101,Пестовское,2009,9.0
49632101,Пестовское,2010,16.0
49632101,Пестовское,2011,5.0
49632101,Пестовское,2012,7.0
49632101,Пестовское,2013,9.0
49634000,Поддорский муниципальный район,2009,3.0
49634000,Поддорский муниципальный район,2010,1.0
49634000,Поддорский муниципальный район,2011,1.0
49634000,Поддорский муниципальный район,2012,1.0
49634400,Сельские поселения Поддорского муниципального района/,2011,1.0
49634400,Сельские поселения Поддорского муниципального района/,2012,1.0
49634437,Поддорское,2009,3.0
49634437,Поддорское,2010,1.0
49634437,Поддорское,2011,1.0
49634437,Поддорское,2012,1.0
49638000,Солецкий муниципальный район,2009,8.0
49638000,Солецкий муниципальный район,2010,16.0
49638000,Солецкий муниципальный район,2011,6.0
49638000,Солецкий муниципальный район,2012,7.0
49638000,Солецкий муниципальный район,2013,7.0
49638000,Солецкий муниципальный район,2014,5.0
49638000,Солецкий муниципальный район,2015,5.0
49638000,Солецкий муниципальный район,2016,5.0
49638000,Солецкий муниципальный район,2017,4.0
49638000,Солецкий муниципальный район,2018,5.0
49638000,Солецкий муниципальный район,2019,4.0
49638000,Солецкий муниципальный район,2020,5.0
49638100,Городские поселения Солецкого муниципального района,2011,4.0
49638100,Городские поселения Солецкого муниципального района,2012,5.0
49638100,Городские поселения Солецкого муниципального района,2013,5.0
49638101,Солецкое,2009,6.0
49638101,Солецкое,2010,12.0
49638101,Солецкое,2011,4.0
49638101,Солецкое,2012,5.0
49638101,Солецкое,2013,5.0
49638400,Сельские поселения Солецкого муниципального района,2011,2.0
49638400,Сельские поселения Солецкого муниципального района,2012,2.0
49638407,Выбитское (с 2011г. объединены Выбитское и Невское),2010,1.0
49638407,Выбитское (с 2011г. объединены Выбитское и Невское),2011,1.0
49638407,Выбитское (с 2011г. объединены Выбитское и Невское),2012,1.0
49638419,Горское (с 2011г. объединены Горское и Куклинское),2009,1.0
49638419,Горское (с 2011г. объединены Горское и Куклинское),2010,2.0
49638419,Горское (с 2011г. объединены Горское и Куклинское),2011,1.0
49638419,Горское (с 2011г. объединены Горское и Куклинское),2012,1.0
49638443,Невское,2009,1.0
49638443,Невское,2010,1.0
49639000,Старорусский муниципальный район,2009,23.0
49639000,Старорусский муниципальный район,2010,52.0
49639000,Старорусский муниципальный район,2011,20.0
49639000,Старорусский муниципальный район,2012,20.0
49639000,Старорусский муниципальный район,2013,20.0
49639000,Старорусский муниципальный район,2014,21.0
49639000,Старорусский муниципальный район,2015,19.0
49639000,Старорусский муниципальный район,2016,21.0
49639000,Старорусский муниципальный район,2017,11.0
49639000,Старорусский муниципальный район,2018,14.0
49639000,Старорусский муниципальный район,2019,13.0
49639000,Старорусский муниципальный район,2020,14.0
49639000,Старорусский муниципальный район,2021,11.0
49639000,Старорусский муниципальный район,2022,9.0
49639100,Городские поселения Старорусского муниципального района/,2011,19.0
49639100,Городские поселения Старорусского муниципального района/,2012,19.0
49639100,Городские поселения Старорусского муниципального района/,2013,19.0
49639101,город Старая Русса,2009,20.0
49639101,город Старая Русса,2010,41.0
49639101,город Старая Русса,2011,19.0
49639101,город Старая Русса,2012,19.0
49639101,город Старая Русса,2013,19.0
49639400,Сельские поселения Старорусского муниципального района/,2011,1.0
49639400,Сельские поселения Старорусского муниципального района/,2012,1.0
49639404,Тулебельское,2010,1.0
49639407,Борисовское,2010,1.0
49639419,Взвадское,2010,1.0
49639428,Большеборское,2010,1.0
49639431,Коровитчинское,2010,1.0
49639437,Залучское,2010,1.0
49639449,Медниковское,2009,1.0
49639452,Наговское,2010,1.0
49639455,Новосельское,2009,1.0
49639455,Новосельское,2010,2.0
49639455,Новосельское,2011,1.0
49639455,Новосельское,2012,1.0
49639464,Давыдовское,2009,1.0
49639467,Сусоловское,2010,1.0
49639473,Утушкинское,2010,1.0
49645000,Хвойнинский муниципальный район,2009,15.0
49645000,Хвойнинский муниципальный район,2010,22.0
49645000,Хвойнинский муниципальный район,2011,12.0
49645000,Хвойнинский муниципальный район,2012,11.0
49645000,Хвойнинский муниципальный район,2013,9.0
49645000,Хвойнинский муниципальный район,2014,9.0
49645000,Хвойнинский муниципальный район,2015,7.0
49645000,Хвойнинский муниципальный район,2016,6.0
49645000,Хвойнинский муниципальный район,2017,3.0
49645000,Хвойнинский муниципальный район,2018,5.0
49645000,Хвойнинский муниципальный район,2019,4.0
49645000,Хвойнинский муниципальный район,2020,4.0
49645100,Городские поселения Хвойнинского муниципального района,2011,9.0
49645100,Городские поселения Хвойнинского муниципального района,2012,8.0
49645100,Городские поселения Хвойнинского муниципального района,2013,6.0
49645151,Хвойнинское,2009,9.0
