oktmo,name,year,badcompanies
40346000,поселок Саперный,2014,1.0
40346000,поселок Саперный,2015,2.0
40346000,поселок Саперный,2016,2.0
40348000,муниципальный округ Полюстрово,2009,3.0
40348000,муниципальный округ Полюстрово,2010,5.0
40348000,муниципальный округ Полюстрово,2011,5.0
40348000,муниципальный округ Полюстрово,2012,5.0
40348000,муниципальный округ Полюстрово,2013,7.0
40348000,муниципальный округ Полюстрово,2014,3.0
40348000,муниципальный округ Полюстрово,2015,7.0
40348000,муниципальный округ Полюстрово,2016,8.0
40348000,муниципальный округ Полюстрово,2017,6.0
40348000,муниципальный округ Полюстрово,2019,4.0
40348000,муниципальный округ Полюстрово,2020,9.0
40348000,муниципальный округ Полюстрово,2021,8.0
40348000,муниципальный округ Полюстрово,2022,6.0
40349000,муниципальный округ Большая Охта,2009,8.0
40349000,муниципальный округ Большая Охта,2010,7.0
40349000,муниципальный округ Большая Охта,2011,13.0
40349000,муниципальный округ Большая Охта,2012,6.0
40349000,муниципальный округ Большая Охта,2013,14.0
40349000,муниципальный округ Большая Охта,2014,12.0
40349000,муниципальный округ Большая Охта,2015,16.0
40349000,муниципальный округ Большая Охта,2016,11.0
40349000,муниципальный округ Большая Охта,2017,10.0
40349000,муниципальный округ Большая Охта,2018,14.0
40349000,муниципальный округ Большая Охта,2019,6.0
40349000,муниципальный округ Большая Охта,2020,5.0
40349000,муниципальный округ Большая Охта,2021,4.0
40349000,муниципальный округ Большая Охта,2022,8.0
40350000,муниципальный округ Малая Охта,2009,7.0
40350000,муниципальный округ Малая Охта,2010,6.0
40350000,муниципальный округ Малая Охта,2011,5.0
40350000,муниципальный округ Малая Охта,2012,3.0
40350000,муниципальный округ Малая Охта,2014,4.0
40350000,муниципальный округ Малая Охта,2015,2.0
40350000,муниципальный округ Малая Охта,2016,5.0
40350000,муниципальный округ Малая Охта,2018,5.0
40350000,муниципальный округ Малая Охта,2019,5.0
40350000,муниципальный округ Малая Охта,2020,10.0
40350000,муниципальный округ Малая Охта,2021,4.0
40350000,муниципальный округ Малая Охта,2022,6.0
40351000,муниципальный округ Пороховые,2011,4.0
40351000,муниципальный округ Пороховые,2012,2.0
40351000,муниципальный округ Пороховые,2013,2.0
40351000,муниципальный округ Пороховые,2014,2.0
40351000,муниципальный округ Пороховые,2015,6.0
40351000,муниципальный округ Пороховые,2016,1.0
40351000,муниципальный округ Пороховые,2021,3.0
40351000,муниципальный округ Пороховые,2022,3.0
40352000,муниципальный округ Ржевка,2009,6.0
40352000,муниципальный округ Ржевка,2010,7.0
40352000,муниципальный округ Ржевка,2011,4.0
40352000,муниципальный округ Ржевка,2012,7.0
40352000,муниципальный округ Ржевка,2013,9.0
40352000,муниципальный округ Ржевка,2014,7.0
40352000,муниципальный округ Ржевка,2015,10.0
40352000,муниципальный округ Ржевка,2016,12.0
40352000,муниципальный округ Ржевка,2017,9.0
40352000,муниципальный округ Ржевка,2018,9.0
40352000,муниципальный округ Ржевка,2019,6.0
40352000,муниципальный округ Ржевка,2020,10.0
40352000,муниципальный округ Ржевка,2021,5.0
40352000,муниципальный округ Ржевка,2022,11.0
40353000,город Красное Село,2009,5.0
40353000,город Красное Село,2010,3.0
40353000,город Красное Село,2011,4.0
40353000,город Красное Село,2012,2.0
40353000,город Красное Село,2013,2.0
40353000,город Красное Село,2014,2.0
40353000,город Красное Село,2015,3.0
40353000,город Красное Село,2016,4.0
40353000,город Красное Село,2022,3.0
40354000,муниципальный округ Юго-Запад,2010,1.0
40355000,муниципальный округ Южно-Приморский,2010,3.0
40355000,муниципальный округ Южно-Приморский,2011,4.0
40355000,муниципальный округ Южно-Приморский,2012,3.0
40355000,муниципальный округ Южно-Приморский,2013,4.0
40355000,муниципальный округ Южно-Приморский,2014,4.0
40355000,муниципальный округ Южно-Приморский,2015,5.0
40355000,муниципальный округ Южно-Приморский,2020,4.0
40356000,муниципальный округ Сосновая поляна,2009,4.0
40356000,муниципальный округ Сосновая поляна,2010,1.0
40356000,муниципальный округ Сосновая поляна,2011,2.0
40356000,муниципальный округ Сосновая поляна,2012,2.0
40356000,муниципальный округ Сосновая поляна,2013,3.0
40356000,муниципальный округ Сосновая поляна,2014,3.0
40356000,муниципальный округ Сосновая поляна,2015,5.0
40356000,муниципальный округ Сосновая поляна,2016,4.0
40356000,муниципальный округ Сосновая поляна,2017,5.0
40356000,муниципальный округ Сосновая поляна,2019,4.0
40356000,муниципальный округ Сосновая поляна,2020,3.0
40356000,муниципальный округ Сосновая поляна,2022,3.0
40357000,муниципальный округ Урицк,2010,1.0
40357000,муниципальный округ Урицк,2011,1.0
40357000,муниципальный округ Урицк,2015,1.0
40358000,муниципальный округ Константиновское,2012,2.0
40358000,муниципальный округ Константиновское,2013,2.0
40358000,муниципальный округ Константиновское,2016,1.0
40359000,муниципальный округ Горелово,2009,3.0
40359000,муниципальный округ Горелово,2010,4.0
40359000,муниципальный округ Горелово,2011,5.0
40359000,муниципальный округ Горелово,2012,6.0
40359000,муниципальный округ Горелово,2013,5.0
40359000,муниципальный округ Горелово,2014,7.0
40359000,муниципальный округ Горелово,2015,2.0
40359000,муниципальный округ Горелово,2016,1.0
40359000,муниципальный округ Горелово,2022,4.0
40360000,город Кронштадт,2009,5.0
40360000,город Кронштадт,2010,6.0
40360000,город Кронштадт,2011,7.0
40360000,город Кронштадт,2012,3.0
40360000,город Кронштадт,2013,4.0
40360000,город Кронштадт,2014,2.0
40360000,город Кронштадт,2015,1.0
40360000,город Кронштадт,2016,3.0
40360000,город Кронштадт,2018,3.0
40360000,город Кронштадт,2019,4.0
40360000,город Кронштадт,2020,3.0
40360000,город Кронштадт,2022,3.0
40361000,город Зеленогорск,2010,2.0
40361000,город Зеленогорск,2011,3.0
40361000,город Зеленогорск,2012,2.0
40361000,город Зеленогорск,2013,4.0
40361000,город Зеленогорск,2014,3.0
40361000,город Зеленогорск,2015,1.0
40361000,город Зеленогорск,2016,1.0
40362000,город Сестрорецк,2009,4.0
40362000,город Сестрорецк,2010,8.0
40362000,город Сестрорецк,2011,3.0
40362000,город Сестрорецк,2012,3.0
40362000,город Сестрорецк,2013,5.0
40362000,город Сестрорецк,2014,5.0
40362000,город Сестрорецк,2015,8.0
40362000,город Сестрорецк,2016,3.0
40362000,город Сестрорецк,2018,4.0
40362000,город Сестрорецк,2020,8.0
40362000,город Сестрорецк,2021,6.0
40362000,город Сестрорецк,2022,7.0
40364000,поселок Комарово,2010,2.0
40364000,поселок Комарово,2011,1.0
40365000,поселок Молодежное,2010,1.0
40365000,поселок Молодежное,2011,1.0
40365000,поселок Молодежное,2012,1.0
40365000,поселок Молодежное,2013,1.0
40365000,поселок Молодежное,2014,1.0
40367000,поселок Репино,2009,4.0
40367000,поселок Репино,2010,4.0
40367000,поселок Репино,2011,2.0
40367000,поселок Репино,2012,3.0
40367000,поселок Репино,2013,2.0
40367000,поселок Репино,2014,1.0
40367000,поселок Репино,2015,1.0
40369000,поселок Смолячково,2010,1.0
40372000,город Ломоносов,2009,5.0
40372000,город Ломоносов,2010,2.0
40372000,город Ломоносов,2011,3.0
40372000,город Ломоносов,2012,3.0
40372000,город Ломоносов,2014,3.0
40372000,город Ломоносов,2015,4.0
40372000,город Ломоносов,2016,1.0
40372000,город Ломоносов,2018,3.0
40372000,город Ломоносов,2019,4.0
40372000,город Ломоносов,2020,4.0
40372000,город Ломоносов,2021,4.0
40372000,город Ломоносов,2022,4.0
40373000,муниципальный округ Московская застава,2009,16.0
40373000,муниципальный округ Московская застава,2010,11.0
40373000,муниципальный округ Московская застава,2011,10.0
40373000,муниципальный округ Московская застава,2012,9.0
40373000,муниципальный округ Московская застава,2013,11.0
40373000,муниципальный округ Московская застава,2014,12.0
40373000,муниципальный округ Московская застава,2015,14.0
40373000,муниципальный округ Московская застава,2016,15.0
40373000,муниципальный округ Московская застава,2017,19.0
40373000,муниципальный округ Московская застава,2018,25.0
40373000,муниципальный округ Московская застава,2019,35.0
40373000,муниципальный округ Московская застава,2020,52.0
40373000,муниципальный округ Московская застава,2021,35.0
40373000,муниципальный округ Московская застава,2022,43.0
40374000,муниципальный округ Гагаринское,2009,4.0
40374000,муниципальный округ Гагаринское,2010,4.0
40374000,муниципальный округ Гагаринское,2011,6.0
40374000,муниципальный округ Гагаринское,2012,2.0
40374000,муниципальный округ Гагаринское,2013,5.0
40374000,муниципальный округ Гагаринское,2014,4.0
40374000,муниципальный округ Гагаринское,2015,5.0
40374000,муниципальный округ Гагаринское,2016,2.0
40374000,муниципальный округ Гагаринское,2017,6.0
40374000,муниципальный округ Гагаринское,2018,8.0
40374000,муниципальный округ Гагаринское,2019,9.0
40374000,муниципальный округ Гагаринское,2020,10.0
40374000,муниципальный округ Гагаринское,2021,6.0
40374000,муниципальный округ Гагаринское,2022,5.0
40375000,муниципальный округ Новоизмайловское,2009,3.0
40375000,муниципальный округ Новоизмайловское,2010,3.0
40375000,муниципальный округ Новоизмайловское,2011,2.0
40375000,муниципальный округ Новоизмайловское,2012,5.0
40375000,муниципальный округ Новоизмайловское,2013,4.0
40375000,муниципальный округ Новоизмайловское,2014,8.0
40375000,муниципальный округ Новоизмайловское,2015,4.0
40375000,муниципальный округ Новоизмайловское,2016,5.0
40375000,муниципальный округ Новоизмайловское,2017,7.0
40375000,муниципальный округ Новоизмайловское,2018,5.0
40375000,муниципальный округ Новоизмайловское,2019,14.0
40375000,муниципальный округ Новоизмайловское,2020,9.0
40375000,муниципальный округ Новоизмайловское,2021,14.0
40375000,муниципальный округ Новоизмайловское,2022,8.0
40376000,муниципальный округ Пулковский меридиан,2009,5.0
40376000,муниципальный округ Пулковский меридиан,2010,6.0
40376000,муниципальный округ Пулковский меридиан,2011,4.0
40376000,муниципальный округ Пулковский меридиан,2012,5.0
40376000,муниципальный округ Пулковский меридиан,2013,4.0
40376000,муниципальный округ Пулковский меридиан,2014,7.0
40376000,муниципальный округ Пулковский меридиан,2015,7.0
40376000,муниципальный округ Пулковский меридиан,2016,6.0
40376000,муниципальный округ Пулковский меридиан,2017,10.0
40376000,муниципальный округ Пулковский меридиан,2018,10.0
40376000,муниципальный округ Пулковский меридиан,2019,13.0
40376000,муниципальный округ Пулковский меридиан,2020,14.0
40376000,муниципальный округ Пулковский меридиан,2021,11.0
40376000,муниципальный округ Пулковский меридиан,2022,18.0
40377000,муниципальный округ Звездное,2009,6.0
40377000,муниципальный округ Звездное,2010,2.0
40377000,муниципальный округ Звездное,2011,2.0
40377000,муниципальный округ Звездное,2012,1.0
40377000,муниципальный округ Звездное,2013,3.0
40377000,муниципальный округ Звездное,2014,4.0
40377000,муниципальный округ Звездное,2015,7.0
40377000,муниципальный округ Звездное,2016,6.0
40377000,муниципальный округ Звездное,2017,5.0
40377000,муниципальный округ Звездное,2018,13.0
40377000,муниципальный округ Звездное,2019,7.0
40377000,муниципальный округ Звездное,2020,11.0
40377000,муниципальный округ Звездное,2021,11.0
40377000,муниципальный округ Звездное,2022,16.0
40378000,муниципальный округ Невская застава,2009,13.0
40378000,муниципальный округ Невская застава,2010,19.0
40378000,муниципальный округ Невская застава,2011,12.0
40378000,муниципальный округ Невская застава,2012,5.0
40378000,муниципальный округ Невская застава,2013,12.0
40378000,муниципальный округ Невская застава,2014,10.0
40378000,муниципальный округ Невская застава,2015,12.0
40378000,муниципальный округ Невская застава,2016,12.0
40378000,муниципальный округ Невская застава,2017,15.0
40378000,муниципальный округ Невская застава,2018,16.0
40378000,муниципальный округ Невская застава,2019,20.0
40378000,муниципальный округ Невская застава,2020,21.0
40378000,муниципальный округ Невская застава,2021,18.0
40378000,муниципальный округ Невская застава,2022,15.0
40379000,муниципальный округ Ивановский,2009,5.0
40379000,муниципальный округ Ивановский,2010,3.0
40379000,муниципальный округ Ивановский,2011,3.0
40379000,муниципальный округ Ивановский,2012,2.0
40379000,муниципальный округ Ивановский,2013,3.0
40379000,муниципальный округ Ивановский,2014,2.0
40379000,муниципальный округ Ивановский,2015,1.0
40379000,муниципальный округ Ивановский,2016,4.0
40379000,муниципальный округ Ивановский,2020,5.0
40379000,муниципальный округ Ивановский,2022,3.0
40380000,муниципальный округ Обуховский,2009,3.0
40380000,муниципальный округ Обуховский,2011,1.0
40380000,муниципальный округ Обуховский,2012,2.0
40380000,муниципальный округ Обуховский,2013,2.0
40380000,муниципальный округ Обуховский,2014,3.0
40380000,муниципальный округ Обуховский,2015,4.0
40380000,муниципальный округ Обуховский,2016,4.0
40380000,муниципальный округ Обуховский,2017,4.0
40380000,муниципальный округ Обуховский,2018,4.0
40380000,муниципальный округ Обуховский,2019,6.0
40380000,муниципальный округ Обуховский,2020,8.0
40380000,муниципальный округ Обуховский,2021,5.0
40380000,муниципальный округ Обуховский,2022,5.0
40381000,муниципальный округ Рыбацкое,2009,9.0
40381000,муниципальный округ Рыбацкое,2010,7.0
40381000,муниципальный округ Рыбацкое,2011,3.0
40381000,муниципальный округ Рыбацкое,2012,7.0
40381000,муниципальный округ Рыбацкое,2013,6.0
40381000,муниципальный округ Рыбацкое,2014,5.0
40381000,муниципальный округ Рыбацкое,2015,3.0
40381000,муниципальный округ Рыбацкое,2016,2.0
40381000,муниципальный округ Рыбацкое,2018,7.0
40381000,муниципальный округ Рыбацкое,2019,5.0
40381000,муниципальный округ Рыбацкое,2020,9.0
40381000,муниципальный округ Рыбацкое,2021,11.0
40381000,муниципальный округ Рыбацкое,2022,7.0
40382000,муниципальный округ Народный,2010,2.0
40382000,муниципальный округ Народный,2011,3.0
40382000,муниципальный округ Народный,2013,4.0
40382000,муниципальный округ Народный,2014,3.0
40382000,муниципальный округ Народный,2015,5.0
40382000,муниципальный округ Народный,2016,1.0
40382000,муниципальный округ Народный,2017,4.0
40382000,муниципальный округ Народный,2020,7.0
40382000,муниципальный округ Народный,2021,4.0
40382000,муниципальный округ Народный,2022,3.0
40383000,муниципальный округ № 54,2010,1.0
40383000,муниципальный округ № 54,2013,1.0
40383000,муниципальный округ № 54,2014,2.0
40384000,муниципальный округ Невский округ,2010,1.0
40384000,муниципальный округ Невский округ,2013,1.0
40384000,муниципальный округ Невский округ,2014,1.0
40386000,муниципальный округ Правобережный,2010,4.0
40386000,муниципальный округ Правобережный,2011,3.0
40386000,муниципальный округ Правобережный,2012,1.0
40386000,муниципальный округ Правобережный,2013,1.0
40386000,муниципальный округ Правобережный,2014,4.0
40386000,муниципальный округ Правобережный,2015,2.0
40386000,муниципальный округ Правобережный,2016,2.0
40386000,муниципальный округ Правобережный,2018,3.0
40386000,муниципальный округ Правобережный,2019,3.0
40386000,муниципальный округ Правобережный,2020,7.0
40387000,город Павловск,2010,3.0
40387000,город Павловск,2011,2.0
40387000,город Павловск,2014,1.0
40387000,город Павловск,2015,1.0
40387000,город Павловск,2016,3.0
40387000,город Павловск,2020,3.0
40388000,поселок Тярлево,2011,1.0
40388000,поселок Тярлево,2013,1.0
40389000,муниципальный округ Введенский,2010,2.0
40389000,муниципальный округ Введенский,2011,5.0
40389000,муниципальный округ Введенский,2012,4.0
40389000,муниципальный округ Введенский,2013,5.0
40389000,муниципальный округ Введенский,2014,5.0
40389000,муниципальный округ Введенский,2016,2.0
40389000,муниципальный округ Введенский,2017,5.0
40389000,муниципальный округ Введенский,2018,4.0
40389000,муниципальный округ Введенский,2019,11.0
40389000,муниципальный округ Введенский,2020,8.0
40389000,муниципальный округ Введенский,2021,9.0
40389000,муниципальный округ Введенский,2022,7.0
40390000,муниципальный округ Кронверкское,2010,2.0
40390000,муниципальный округ Кронверкское,2011,1.0
40390000,муниципальный округ Кронверкское,2012,3.0
40390000,муниципальный округ Кронверкское,2013,3.0
40390000,муниципальный округ Кронверкское,2014,2.0
40390000,муниципальный округ Кронверкское,2015,2.0
40390000,муниципальный округ Кронверкское,2016,2.0
40390000,муниципальный округ Кронверкское,2018,5.0
40390000,муниципальный округ Кронверкское,2019,3.0
40390000,муниципальный округ Кронверкское,2020,7.0
40391000,муниципальный округ Посадский,2009,10.0
40391000,муниципальный округ Посадский,2010,14.0
40391000,муниципальный округ Посадский,2011,10.0
40391000,муниципальный округ Посадский,2012,12.0
40391000,муниципальный округ Посадский,2013,9.0
40391000,муниципальный округ Посадский,2014,12.0
40391000,муниципальный округ Посадский,2015,13.0
40391000,муниципальный округ Посадский,2016,6.0
40391000,муниципальный округ Посадский,2017,7.0
40391000,муниципальный округ Посадский,2018,9.0
40391000,муниципальный округ Посадский,2019,9.0
40391000,муниципальный округ Посадский,2020,17.0
40391000,муниципальный округ Посадский,2021,11.0
40391000,муниципальный округ Посадский,2022,13.0
40392000,муниципальный округ Аптекарский остров,2009,5.0
40392000,муниципальный округ Аптекарский остров,2010,3.0
40392000,муниципальный округ Аптекарский остров,2011,5.0
40392000,муниципальный округ Аптекарский остров,2012,5.0
40392000,муниципальный округ Аптекарский остров,2013,6.0
40392000,муниципальный округ Аптекарский остров,2014,8.0
40392000,муниципальный округ Аптекарский остров,2015,6.0
40392000,муниципальный округ Аптекарский остров,2016,6.0
40392000,муниципальный округ Аптекарский остров,2017,10.0
40392000,муниципальный округ Аптекарский остров,2018,14.0
40392000,муниципальный округ Аптекарский остров,2019,11.0
40392000,муниципальный округ Аптекарский остров,2020,16.0
40392000,муниципальный округ Аптекарский остров,2021,9.0
40392000,муниципальный округ Аптекарский остров,2022,19.0
40393000,муниципальный округ округ Петровский,2009,4.0
40393000,муниципальный округ округ Петровский,2010,8.0
40393000,муниципальный округ округ Петровский,2011,5.0
40393000,муниципальный округ округ Петровский,2012,3.0
40393000,муниципальный округ округ Петровский,2013,1.0
40393000,муниципальный округ округ Петровский,2014,4.0
40393000,муниципальный округ округ Петровский,2015,5.0
40393000,муниципальный округ округ Петровский,2016,6.0
40393000,муниципальный округ округ Петровский,2017,10.0
40393000,муниципальный округ округ Петровский,2018,8.0
40393000,муниципальный округ округ Петровский,2019,7.0
40393000,муниципальный округ округ Петровский,2020,8.0
40393000,муниципальный округ округ Петровский,2021,5.0
40393000,муниципальный округ округ Петровский,2022,15.0
40394000,муниципальный округ Чкаловское,2009,7.0
40394000,муниципальный округ Чкаловское,2010,5.0
40394000,муниципальный округ Чкаловское,2011,6.0
40394000,муниципальный округ Чкаловское,2012,7.0
40394000,муниципальный округ Чкаловское,2013,6.0
40394000,муниципальный округ Чкаловское,2014,9.0
40394000,муниципальный округ Чкаловское,2015,12.0
40394000,муниципальный округ Чкаловское,2016,14.0
40394000,муниципальный округ Чкаловское,2017,12.0
40394000,муниципальный округ Чкаловское,2018,14.0
40394000,муниципальный округ Чкаловское,2019,12.0
40394000,муниципальный округ Чкаловское,2020,19.0
40394000,муниципальный округ Чкаловское,2021,22.0
40394000,муниципальный округ Чкаловское,2022,27.0
40395000,город Петергоф,2009,3.0
40395000,город Петергоф,2010,3.0
40395000,город Петергоф,2011,3.0
40395000,город Петергоф,2012,4.0
40395000,город Петергоф,2013,3.0
40395000,город Петергоф,2014,6.0
40395000,город Петергоф,2015,7.0
40395000,город Петергоф,2016,2.0
40395000,город Петергоф,2017,3.0
40395000,город Петергоф,2018,5.0
40395000,город Петергоф,2019,4.0
40395000,город Петергоф,2020,7.0
40395000,город Петергоф,2021,7.0
40395000,город Петергоф,2022,5.0
40396000,поселок Стрельна,2010,2.0
40396000,поселок Стрельна,2011,1.0
40396000,поселок Стрельна,2012,1.0
40396000,поселок Стрельна,2013,2.0
40396000,поселок Стрельна,2014,1.0
40397000,город Пушкин,2009,7.0
40397000,город Пушкин,2010,7.0
40397000,город Пушкин,2011,6.0
40397000,город Пушкин,2012,6.0
40397000,город Пушкин,2013,2.0
40397000,город Пушкин,2014,4.0
40397000,город Пушкин,2015,2.0
40397000,город Пушкин,2016,6.0
40397000,город Пушкин,2017,3.0
40397000,город Пушкин,2018,8.0
40397000,город Пушкин,2020,7.0
40397000,город Пушкин,2021,3.0
40397000,город Пушкин,2022,4.0
40901000,поселок Шушары,2009,10.0
40901000,поселок Шушары,2010,6.0
40901000,поселок Шушары,2011,3.0
40901000,поселок Шушары,2012,3.0
40901000,поселок Шушары,2013,4.0
40901000,поселок Шушары,2014,10.0
40901000,поселок Шушары,2015,6.0
40901000,поселок Шушары,2016,4.0
40901000,поселок Шушары,2017,8.0
40901000,поселок Шушары,2018,9.0
40901000,поселок Шушары,2019,8.0
40901000,поселок Шушары,2020,13.0
40901000,поселок Шушары,2021,7.0
40901000,поселок Шушары,2022,13.0
40902000,муниципальный округ Волковское,2009,10.0
40902000,муниципальный округ Волковское,2010,16.0
40902000,муниципальный округ Волковское,2011,17.0
40902000,муниципальный округ Волковское,2012,13.0
40902000,муниципальный округ Волковское,2013,14.0
40902000,муниципальный округ Волковское,2014,16.0
40902000,муниципальный округ Волковское,2015,11.0
40902000,муниципальный округ Волковское,2016,11.0
40902000,муниципальный округ Волковское,2017,15.0
40902000,муниципальный округ Волковское,2018,13.0
40902000,муниципальный округ Волковское,2019,11.0
40902000,муниципальный округ Волковское,2020,15.0
40902000,муниципальный округ Волковское,2021,10.0
40902000,муниципальный округ Волковское,2022,13.0
40903000,муниципальный округ № 72,2010,1.0
40903000,муниципальный округ № 72,2012,1.0
40903000,муниципальный округ № 72,2013,1.0
40904000,муниципальный округ Купчино,2011,1.0
40905000,муниципальный округ Георгиевский,2010,1.0
40905000,муниципальный округ Георгиевский,2011,1.0
40905000,муниципальный округ Георгиевский,2012,1.0
40905000,муниципальный округ Георгиевский,2013,1.0
40905000,муниципальный округ Георгиевский,2014,1.0
40905000,муниципальный округ Георгиевский,2016,1.0
40906000,муниципальный округ Александровский,2009,7.0
40906000,муниципальный округ Александровский,2010,4.0
40906000,муниципальный округ Александровский,2011,7.0
40906000,муниципальный округ Александровский,2012,9.0
40906000,муниципальный округ Александровский,2013,9.0
40906000,муниципальный округ Александровский,2014,6.0
40906000,муниципальный округ Александровский,2015,9.0
40906000,муниципальный округ Александровский,2016,7.0
40906000,муниципальный округ Александровский,2017,4.0
40906000,муниципальный округ Александровский,2018,4.0
40906000,муниципальный округ Александровский,2019,4.0
40906000,муниципальный округ Александровский,2021,5.0
40906000,муниципальный округ Александровский,2022,8.0
40907000,муниципальный округ Балканский,2016,1.0
40908000,муниципальный округ Дворцовый округ,2009,6.0
40908000,муниципальный округ Дворцовый округ,2010,10.0
40908000,муниципальный округ Дворцовый округ,2011,11.0
40908000,муниципальный округ Дворцовый округ,2012,7.0
40908000,муниципальный округ Дворцовый округ,2013,8.0
40908000,муниципальный округ Дворцовый округ,2014,11.0
40908000,муниципальный округ Дворцовый округ,2015,7.0
40908000,муниципальный округ Дворцовый округ,2016,4.0
40908000,муниципальный округ Дворцовый округ,2017,10.0
40908000,муниципальный округ Дворцовый округ,2018,11.0
40908000,муниципальный округ Дворцовый округ,2019,6.0
40908000,муниципальный округ Дворцовый округ,2020,16.0
40908000,муниципальный округ Дворцовый округ,2021,8.0
40908000,муниципальный округ Дворцовый округ,2022,10.0
40909000,муниципальный округ № 78,2009,7.0
40909000,муниципальный округ № 78,2010,11.0
40909000,муниципальный округ № 78,2011,7.0
40909000,муниципальный округ № 78,2012,8.0
40909000,муниципальный округ № 78,2013,9.0
40909000,муниципальный округ № 78,2014,13.0
40909000,муниципальный округ № 78,2015,13.0
40909000,муниципальный округ № 78,2016,4.0
40909000,муниципальный округ № 78,2017,8.0
40909000,муниципальный округ № 78,2018,6.0
40909000,муниципальный округ № 78,2019,6.0
40909000,муниципальный округ № 78,2020,11.0
40909000,муниципальный округ № 78,2021,8.0
40909000,муниципальный округ № 78,2022,8.0
40910000,муниципальный округ Литейный округ,2009,9.0
40910000,муниципальный округ Литейный округ,2010,9.0
40910000,муниципальный округ Литейный округ,2011,7.0
40910000,муниципальный округ Литейный округ,2012,6.0
40910000,муниципальный округ Литейный округ,2013,8.0
40910000,муниципальный округ Литейный округ,2014,12.0
40910000,муниципальный округ Литейный округ,2015,16.0
40910000,муниципальный округ Литейный округ,2016,11.0
40910000,муниципальный округ Литейный округ,2017,16.0
40910000,муниципальный округ Литейный округ,2018,18.0
40910000,муниципальный округ Литейный округ,2019,17.0
40910000,муниципальный округ Литейный округ,2020,28.0
40910000,муниципальный округ Литейный округ,2021,21.0
40910000,муниципальный округ Литейный округ,2022,29.0
40911000,муниципальный округ Смольнинское,2009,21.0
40911000,муниципальный округ Смольнинское,2010,19.0
40911000,муниципальный округ Смольнинское,2011,17.0
40911000,муниципальный округ Смольнинское,2012,13.0
40911000,муниципальный округ Смольнинское,2013,17.0
40911000,муниципальный округ Смольнинское,2014,12.0
40911000,муниципальный округ Смольнинское,2015,18.0
40911000,муниципальный округ Смольнинское,2016,18.0
40911000,муниципальный округ Смольнинское,2017,16.0
40911000,муниципальный округ Смольнинское,2018,32.0
40911000,муниципальный округ Смольнинское,2019,34.0
40911000,муниципальный округ Смольнинское,2020,48.0
40911000,муниципальный округ Смольнинское,2021,39.0
40911000,муниципальный округ Смольнинское,2022,44.0
40912000,муниципальный округ Лиговка-Ямская,2010,6.0
40912000,муниципальный округ Лиговка-Ямская,2011,9.0
40912000,муниципальный округ Лиговка-Ямская,2012,5.0
40912000,муниципальный округ Лиговка-Ямская,2013,8.0
40912000,муниципальный округ Лиговка-Ямская,2014,11.0
40912000,муниципальный округ Лиговка-Ямская,2015,7.0
40912000,муниципальный округ Лиговка-Ямская,2016,5.0
40912000,муниципальный округ Лиговка-Ямская,2017,3.0
40912000,муниципальный округ Лиговка-Ямская,2018,6.0
40912000,муниципальный округ Лиговка-Ямская,2019,9.0
40912000,муниципальный округ Лиговка-Ямская,2020,9.0
40912000,муниципальный округ Лиговка-Ямская,2021,6.0
40912000,муниципальный округ Лиговка-Ямская,2022,7.0
40913000,муниципальный округ Владимирский округ,2009,10.0
40913000,муниципальный округ Владимирский округ,2010,9.0
40913000,муниципальный округ Владимирский округ,2011,12.0
40913000,муниципальный округ Владимирский округ,2012,13.0
40913000,муниципальный округ Владимирский округ,2013,13.0
40913000,муниципальный округ Владимирский округ,2014,19.0
40913000,муниципальный округ Владимирский округ,2015,9.0
40913000,муниципальный округ Владимирский округ,2016,5.0
40913000,муниципальный округ Владимирский округ,2017,11.0
40913000,муниципальный округ Владимирский округ,2018,12.0
40913000,муниципальный округ Владимирский округ,2019,13.0
40913000,муниципальный округ Владимирский округ,2020,16.0
40913000,муниципальный округ Владимирский округ,2021,22.0
40913000,муниципальный округ Владимирский округ,2022,26.0
41603000,Бокситогорский муниципальный район,2009,12.0
41603000,Бокситогорский муниципальный район,2010,13.0
41603000,Бокситогорский муниципальный район,2011,11.0
41603000,Бокситогорский муниципальный район,2012,8.0
41603000,Бокситогорский муниципальный район,2013,9.0
41603000,Бокситогорский муниципальный район,2014,5.0
41603000,Бокситогорский муниципальный район,2015,5.0
41603000,Бокситогорский муниципальный район,2016,5.0
41603000,Бокситогорский муниципальный район,2017,4.0
41603000,Бокситогорский муниципальный район,2020,6.0
41603000,Бокситогорский муниципальный район,2021,5.0
41603000,Бокситогорский муниципальный район,2022,3.0
41603100,Городские поселения Бокситогорского муниципального района/,2009,11.0
41603100,Городские поселения Бокситогорского муниципального района/,2010,13.0
41603100,Городские поселения Бокситогорского муниципального района/,2011,11.0
41603100,Городские поселения Бокситогорского муниципального района/,2012,8.0
41603100,Городские поселения Бокситогорского муниципального района/,2013,9.0
41603101,Бокситогорское,2009,4.0
41603101,Бокситогорское,2010,4.0
41603101,Бокситогорское,2011,4.0
41603101,Бокситогорское,2012,1.0
41603101,Бокситогорское,2013,1.0
41603101,Бокситогорское,2014,2.0
41603101,Бокситогорское,2015,1.0
41603101,Бокситогорское,2016,1.0
41603102,Пикалёвское,2009,4.0
41603102,Пикалёвское,2010,7.0
41603102,Пикалёвское,2011,4.0
41603102,Пикалёвское,2012,7.0
41603102,Пикалёвское,2013,6.0
41603102,Пикалёвское,2014,1.0
