oktmo,name,year,theatres
38634000,Рыльский муниципальный район,2013,0.0
38634000,Рыльский муниципальный район,2014,0.0
38634496,Щекинский сельсовет,2013,0.0
38701000,город Курск,2007,2.0
38701000,город Курск,2008,2.0
38701000,город Курск,2009,2.0
38701000,город Курск,2010,2.0
38701000,город Курск,2011,2.0
38701000,город Курск,2012,2.0
38701000,город Курск,2013,2.0
38701000,город Курск,2014,2.0
38701000,город Курск,2015,2.0
38701000,город Курск,2016,2.0
38701000,город Курск,2017,2.0
38705000,город Железногорск,2007,1.0
38705000,город Железногорск,2008,1.0
38705000,город Железногорск,2012,0.0
38705000,город Железногорск,2013,0.0
38705000,город Железногорск,2014,0.0
38705000,город Железногорск,2015,0.0
38705000,город Железногорск,2016,0.0
38705000,город Железногорск,2017,0.0
38708000,город Курчатов,2011,0.0
38708000,город Курчатов,2012,0.0
38708000,город Курчатов,2013,0.0
38708000,город Курчатов,2014,0.0
38708000,город Курчатов,2015,0.0
38708000,город Курчатов,2016,0.0
38708000,город Курчатов,2017,0.0
41612000,Всеволожский муниципальный район,2012,0.0
41612424,Лесколовское,2012,0.0
41612428,Муринское,2012,0.0
41612458,Новодевяткинское,2012,0.0
41615000,Выборгский муниципальный район,2007,2.0
41615000,Выборгский муниципальный район,2008,2.0
41615000,Выборгский муниципальный район,2009,2.0
41615000,Выборгский муниципальный район,2010,2.0
41615000,Выборгский муниципальный район,2011,1.0
41615000,Выборгский муниципальный район,2012,1.0
41615000,Выборгский муниципальный район,2013,1.0
41615000,Выборгский муниципальный район,2014,1.0
41615000,Выборгский муниципальный район,2016,1.0
41615000,Выборгский муниципальный район,2017,1.0
41615101,Выборгское,2007,2.0
41615101,Выборгское,2008,2.0
41615101,Выборгское,2009,2.0
41615101,Выборгское,2010,2.0
41615101,Выборгское,2011,1.0
41615101,Выборгское,2012,1.0
41615101,Выборгское,2013,1.0
41615101,Выборгское,2014,1.0
41615101,Выборгское,2015,1.0
41615101,Выборгское,2016,1.0
41615101,Выборгское,2017,1.0
41618000,Гатчинский муниципальный район,2007,1.0
41618000,Гатчинский муниципальный район,2008,1.0
41618000,Гатчинский муниципальный район,2009,1.0
41618101,Гатчинское,2007,1.0
41618101,Гатчинское,2008,1.0
41618101,Гатчинское,2009,1.0
41618176,Таицкое,2016,0.0
41618461,Сяськелевское,2016,0.0
41621000,Кингисеппский муниципальный район,2007,1.0
41621000,Кингисеппский муниципальный район,2008,1.0
41621101,Кингисеппское,2007,1.0
41621101,Кингисеппское,2008,1.0
41621101,Кингисеппское,2009,1.0
41621101,Кингисеппское,2016,0.0
41621101,Кингисеппское,2017,0.0
41625101,Кировское,2011,0.0
41625102,Шлиссельбургское,2011,0.0
41625104,Отрадненское,2011,0.0
41625154,Мгинское,2011,0.0
41625156,Назиевское,2011,0.0
41625158,Павловское,2011,0.0
41625160,Приладожское,2011,0.0
41625163,Синявинское,2011,0.0
41625440,Путиловское,2011,0.0
41625445,Суховское,2011,0.0
41625450,Шумское,2011,0.0
41627000,Лодейнопольский муниципальный район,2008,1.0
41627000,Лодейнопольский муниципальный район,2009,1.0
41627000,Лодейнопольский муниципальный район,2010,1.0
41627000,Лодейнопольский муниципальный район,2011,1.0
41627000,Лодейнопольский муниципальный район,2012,1.0
41627000,Лодейнопольский муниципальный район,2013,1.0
41627000,Лодейнопольский муниципальный район,2014,1.0
41627000,Лодейнопольский муниципальный район,2015,1.0
41627000,Лодейнопольский муниципальный район,2016,1.0
41627000,Лодейнопольский муниципальный район,2017,1.0
41627101,Лодейнопольское,2008,1.0
41627101,Лодейнопольское,2009,1.0
41627101,Лодейнопольское,2010,1.0
41627101,Лодейнопольское,2011,1.0
41627101,Лодейнопольское,2012,1.0
41627101,Лодейнопольское,2013,1.0
41627101,Лодейнопольское,2014,1.0
41627101,Лодейнопольское,2015,1.0
41627101,Лодейнопольское,2016,1.0
41627101,Лодейнопольское,2017,1.0
41630162,Лебяженское,2008,1.0
41630162,Лебяженское,2009,1.0
41630162,Лебяженское,2010,1.0
42618428,Долгоруковский сельсовет,2017,0.0
42627424,Петровский сельсовет,2017,0.0
42630000,Краснинский муниципальный район,2017,0.0
42645000,Тербунский муниципальный район,2012,0.0
42701000,город Липецк,2007,3.0
42701000,город Липецк,2008,3.0
42701000,город Липецк,2009,3.0
42701000,город Липецк,2010,3.0
42701000,город Липецк,2011,3.0
42701000,город Липецк,2012,3.0
42701000,город Липецк,2013,3.0
42701000,город Липецк,2014,3.0
42701000,город Липецк,2015,3.0
42701000,город Липецк,2016,3.0
42701000,город Липецк,2017,3.0
42715000,город Елец,2007,1.0
42715000,город Елец,2008,1.0
42715000,город Елец,2009,1.0
42715000,город Елец,2010,1.0
42715000,город Елец,2011,1.0
42715000,город Елец,2012,1.0
42715000,город Елец,2013,1.0
42715000,город Елец,2014,1.0
42715000,город Елец,2015,1.0
42715000,город Елец,2016,1.0
42715000,город Елец,2017,1.0
44701000,город Магадан,2007,2.0
44701000,город Магадан,2008,2.0
44701000,город Магадан,2009,2.0
44701000,город Магадан,2010,2.0
44701000,город Магадан,2011,2.0
44701000,город Магадан,2012,2.0
44701000,город Магадан,2013,2.0
44701000,город Магадан,2014,2.0
44701000,город Магадан,2015,2.0
44701000,город Магадан,2016,2.0
44701000,город Магадан,2017,2.0
45302000,муниципальный округ Вешняки,2008,1.0
45302000,муниципальный округ Вешняки,2009,1.0
45302000,муниципальный округ Вешняки,2010,1.0
45302000,муниципальный округ Вешняки,2011,1.0
45302000,муниципальный округ Вешняки,2012,1.0
45302000,муниципальный округ Вешняки,2013,1.0
45303000,муниципальный округ Восточное Измайлово,2008,1.0
45303000,муниципальный округ Восточное Измайлово,2009,1.0
45303000,муниципальный округ Восточное Измайлово,2010,1.0
45303000,муниципальный округ Восточное Измайлово,2011,1.0
45303000,муниципальный округ Восточное Измайлово,2012,1.0
45303000,муниципальный округ Восточное Измайлово,2013,1.0
45303000,муниципальный округ Восточное Измайлово,2014,1.0
45303000,муниципальный округ Восточное Измайлово,2015,1.0
45303000,муниципальный округ Восточное Измайлово,2016,1.0
45303000,муниципальный округ Восточное Измайлово,2017,1.0
45307000,муниципальный округ Измайлово,2008,1.0
45307000,муниципальный округ Измайлово,2009,1.0
45307000,муниципальный округ Измайлово,2010,1.0
45307000,муниципальный округ Измайлово,2011,1.0
45307000,муниципальный округ Измайлово,2012,1.0
45307000,муниципальный округ Измайлово,2013,2.0
45307000,муниципальный округ Измайлово,2014,2.0
45307000,муниципальный округ Измайлово,2015,2.0
45307000,муниципальный округ Измайлово,2016,2.0
45307000,муниципальный округ Измайлово,2017,2.0
45308000,муниципальный округ Косино-Ухтомский,2015,1.0
45308000,муниципальный округ Косино-Ухтомский,2016,1.0
45308000,муниципальный округ Косино-Ухтомский,2017,1.0
45309000,муниципальный округ Новогиреево,2008,1.0
45309000,муниципальный округ Новогиреево,2009,1.0
45309000,муниципальный округ Новогиреево,2010,1.0
45309000,муниципальный округ Новогиреево,2011,1.0
45309000,муниципальный округ Новогиреево,2012,1.0
45309000,муниципальный округ Новогиреево,2013,1.0
45309000,муниципальный округ Новогиреево,2014,1.0
45309000,муниципальный округ Новогиреево,2015,1.0
45309000,муниципальный округ Новогиреево,2016,1.0
45309000,муниципальный округ Новогиреево,2017,1.0
45315000,муниципальный округ Сокольники,2008,3.0
45315000,муниципальный округ Сокольники,2009,3.0
45315000,муниципальный округ Сокольники,2010,3.0
45315000,муниципальный округ Сокольники,2011,3.0
45315000,муниципальный округ Сокольники,2012,3.0
45315000,муниципальный округ Сокольники,2013,3.0
45315000,муниципальный округ Сокольники,2014,2.0
45315000,муниципальный округ Сокольники,2015,3.0
45315000,муниципальный округ Сокольники,2016,3.0
45315000,муниципальный округ Сокольники,2017,3.0
45316000,муниципальный округ Преображенское,2015,1.0
45316000,муниципальный округ Преображенское,2016,1.0
45316000,муниципальный округ Преображенское,2017,1.0
45318000,муниципальный округ Дорогомилово,2008,2.0
45318000,муниципальный округ Дорогомилово,2009,2.0
45318000,муниципальный округ Дорогомилово,2010,2.0
45318000,муниципальный округ Дорогомилово,2011,2.0
45318000,муниципальный округ Дорогомилово,2012,2.0
45318000,муниципальный округ Дорогомилово,2013,2.0
45318000,муниципальный округ Дорогомилово,2014,2.0
45318000,муниципальный округ Дорогомилово,2015,2.0
45318000,муниципальный округ Дорогомилово,2016,2.0
45318000,муниципальный округ Дорогомилово,2017,2.0
45327000,муниципальный округ Тропарево-Никулино,2008,2.0
45327000,муниципальный округ Тропарево-Никулино,2009,2.0
45327000,муниципальный округ Тропарево-Никулино,2010,2.0
45327000,муниципальный округ Тропарево-Никулино,2011,2.0
45327000,муниципальный округ Тропарево-Никулино,2012,2.0
45327000,муниципальный округ Тропарево-Никулино,2013,2.0
45327000,муниципальный округ Тропарево-Никулино,2014,2.0
45327000,муниципальный округ Тропарево-Никулино,2015,2.0
45327000,муниципальный округ Тропарево-Никулино,2016,2.0
45327000,муниципальный округ Тропарево-Никулино,2017,2.0
45328000,муниципальный округ Филевский парк,2011,1.0
45328000,муниципальный округ Филевский парк,2012,1.0
45328000,муниципальный округ Филевский парк,2013,1.0
45328000,муниципальный округ Филевский парк,2014,1.0
45328000,муниципальный округ Филевский парк,2015,1.0
45328000,муниципальный округ Филевский парк,2016,1.0
45328000,муниципальный округ Филевский парк,2017,1.0
45334000,муниципальный округ Беговой,2008,2.0
45334000,муниципальный округ Беговой,2009,2.0
45334000,муниципальный округ Беговой,2010,2.0
45334000,муниципальный округ Беговой,2011,2.0
45334000,муниципальный округ Беговой,2012,2.0
45334000,муниципальный округ Беговой,2013,2.0
45334000,муниципальный округ Беговой,2014,2.0
45334000,муниципальный округ Беговой,2015,2.0
45334000,муниципальный округ Беговой,2016,3.0
45334000,муниципальный округ Беговой,2017,3.0
45336000,муниципальный округ Войковский,2015,1.0
45336000,муниципальный округ Войковский,2016,1.0
45345000,муниципальный округ Сокол,2014,1.0
45345000,муниципальный округ Сокол,2015,1.0
45345000,муниципальный округ Сокол,2016,1.0
45345000,муниципальный округ Сокол,2017,1.0
45346000,муниципальный округ Тимирязевский,2008,1.0
45346000,муниципальный округ Тимирязевский,2009,1.0
45346000,муниципальный округ Тимирязевский,2010,1.0
45346000,муниципальный округ Тимирязевский,2011,1.0
45346000,муниципальный округ Тимирязевский,2012,1.0
45346000,муниципальный округ Тимирязевский,2013,1.0
45346000,муниципальный округ Тимирязевский,2014,1.0
45346000,муниципальный округ Тимирязевский,2015,1.0
45346000,муниципальный округ Тимирязевский,2016,1.0
45346000,муниципальный округ Тимирязевский,2017,1.0
45351000,муниципальный округ Бабушкинский,2008,1.0
45351000,муниципальный округ Бабушкинский,2009,1.0
45351000,муниципальный округ Бабушкинский,2010,1.0
45351000,муниципальный округ Бабушкинский,2011,1.0
45351000,муниципальный округ Бабушкинский,2012,1.0
45351000,муниципальный округ Бабушкинский,2013,1.0
45351000,муниципальный округ Бабушкинский,2014,1.0
45351000,муниципальный округ Бабушкинский,2015,1.0
45351000,муниципальный округ Бабушкинский,2016,1.0
45351000,муниципальный округ Бабушкинский,2017,1.0
45353000,муниципальный округ Бутырский,2008,1.0
45353000,муниципальный округ Бутырский,2009,1.0
45353000,муниципальный округ Бутырский,2011,1.0
45353000,муниципальный округ Бутырский,2012,1.0
45353000,муниципальный округ Бутырский,2013,1.0
45353000,муниципальный округ Бутырский,2014,1.0
45353000,муниципальный округ Бутырский,2015,1.0
45353000,муниципальный округ Бутырский,2016,1.0
45353000,муниципальный округ Бутырский,2017,1.0
45354000,муниципальный округ Лианозово,2014,1.0
45354000,муниципальный округ Лианозово,2015,1.0
45354000,муниципальный округ Лианозово,2016,1.0
45354000,муниципальный округ Лианозово,2017,1.0
45357000,муниципальный округ Марьина роща,2008,2.0
45357000,муниципальный округ Марьина роща,2009,2.0
45357000,муниципальный округ Марьина роща,2010,2.0
45357000,муниципальный округ Марьина роща,2011,2.0
45357000,муниципальный округ Марьина роща,2012,2.0
45357000,муниципальный округ Марьина роща,2013,2.0
45357000,муниципальный округ Марьина роща,2014,2.0
45357000,муниципальный округ Марьина роща,2015,2.0
45357000,муниципальный округ Марьина роща,2016,2.0
45357000,муниципальный округ Марьина роща,2017,2.0
45359000,муниципальный округ Отрадное,2008,2.0
45359000,муниципальный округ Отрадное,2009,2.0
45359000,муниципальный округ Отрадное,2010,2.0
45359000,муниципальный округ Отрадное,2011,2.0
45359000,муниципальный округ Отрадное,2012,2.0
45359000,муниципальный округ Отрадное,2013,2.0
45359000,муниципальный округ Отрадное,2014,2.0
45359000,муниципальный округ Отрадное,2015,1.0
45359000,муниципальный округ Отрадное,2016,1.0
45359000,муниципальный округ Отрадное,2017,1.0
45360000,муниципальный округ Ростокино,2008,1.0
45360000,муниципальный округ Ростокино,2009,1.0
45360000,муниципальный округ Ростокино,2010,1.0
45360000,муниципальный округ Ростокино,2011,1.0
45360000,муниципальный округ Ростокино,2012,1.0
45360000,муниципальный округ Ростокино,2013,1.0
45360000,муниципальный округ Ростокино,2014,1.0
45360000,муниципальный округ Ростокино,2015,1.0
45360000,муниципальный округ Ростокино,2016,1.0
45360000,муниципальный округ Ростокино,2017,1.0
45365000,муниципальный округ Ярославский,2008,1.0
45365000,муниципальный округ Ярославский,2009,1.0
45365000,муниципальный округ Ярославский,2010,1.0
45365000,муниципальный округ Ярославский,2011,1.0
45365000,муниципальный округ Ярославский,2012,1.0
45365000,муниципальный округ Ярославский,2013,1.0
45365000,муниципальный округ Ярославский,2014,1.0
45365000,муниципальный округ Ярославский,2015,1.0
45365000,муниципальный округ Ярославский,2016,1.0
45365000,муниципальный округ Ярославский,2017,1.0
45368000,муниципальный округ Покровское-Стрешнево,2008,1.0
45368000,муниципальный округ Покровское-Стрешнево,2009,1.0
45368000,муниципальный округ Покровское-Стрешнево,2010,1.0
45368000,муниципальный округ Покровское-Стрешнево,2011,1.0
45368000,муниципальный округ Покровское-Стрешнево,2012,1.0
45368000,муниципальный округ Покровское-Стрешнево,2013,1.0
45368000,муниципальный округ Покровское-Стрешнево,2014,1.0
45374000,муниципальный округ Арбат,2008,3.0
45374000,муниципальный округ Арбат,2009,3.0
45374000,муниципальный округ Арбат,2010,3.0
45374000,муниципальный округ Арбат,2011,3.0
45374000,муниципальный округ Арбат,2012,3.0
45374000,муниципальный округ Арбат,2013,3.0
45374000,муниципальный округ Арбат,2014,3.0
45374000,муниципальный округ Арбат,2015,3.0
45374000,муниципальный округ Арбат,2016,3.0
45374000,муниципальный округ Арбат,2017,5.0
45375000,муниципальный округ Басманный,2008,14.0
45375000,муниципальный округ Басманный,2009,14.0
45375000,муниципальный округ Басманный,2010,14.0
45375000,муниципальный округ Басманный,2011,14.0
45375000,муниципальный округ Басманный,2012,14.0
45375000,муниципальный округ Басманный,2013,13.0
45375000,муниципальный округ Басманный,2014,13.0
45375000,муниципальный округ Басманный,2015,13.0
45375000,муниципальный округ Басманный,2016,13.0
45375000,муниципальный округ Басманный,2017,13.0
45376000,муниципальный округ Замоскворечье,2008,4.0
45376000,муниципальный округ Замоскворечье,2009,4.0
45376000,муниципальный округ Замоскворечье,2010,4.0
45376000,муниципальный округ Замоскворечье,2011,4.0
45376000,муниципальный округ Замоскворечье,2012,4.0
45376000,муниципальный округ Замоскворечье,2013,4.0
45376000,муниципальный округ Замоскворечье,2014,4.0
45376000,муниципальный округ Замоскворечье,2015,4.0
45376000,муниципальный округ Замоскворечье,2016,4.0
45376000,муниципальный округ Замоскворечье,2017,4.0
45377000,муниципальный округ Савелки,2008,1.0
45377000,муниципальный округ Савелки,2009,1.0
45377000,муниципальный округ Савелки,2010,1.0
45377000,муниципальный округ Савелки,2011,1.0
45377000,муниципальный округ Савелки,2012,1.0
45377000,муниципальный округ Савелки,2013,1.0
45377000,муниципальный округ Савелки,2014,1.0
45377000,муниципальный округ Савелки,2015,1.0
45377000,муниципальный округ Савелки,2016,1.0
45377000,муниципальный округ Савелки,2017,1.0
45378000,муниципальный округ Красносельский,2008,4.0
45378000,муниципальный округ Красносельский,2009,4.0
45378000,муниципальный округ Красносельский,2010,4.0
45378000,муниципальный округ Красносельский,2011,4.0
45378000,муниципальный округ Красносельский,2012,4.0
45378000,муниципальный округ Красносельский,2013,4.0
45378000,муниципальный округ Красносельский,2014,4.0
45378000,муниципальный округ Красносельский,2015,4.0
45378000,муниципальный округ Красносельский,2016,4.0
45378000,муниципальный округ Красносельский,2017,4.0
45379000,муниципальный округ Мещанский,2008,10.0
45379000,муниципальный округ Мещанский,2009,10.0
45379000,муниципальный округ Мещанский,2010,4.0
45379000,муниципальный округ Мещанский,2011,4.0
45379000,муниципальный округ Мещанский,2012,4.0
45379000,муниципальный округ Мещанский,2013,4.0
45379000,муниципальный округ Мещанский,2014,4.0
45379000,муниципальный округ Мещанский,2015,4.0
45379000,муниципальный округ Мещанский,2016,4.0
45379000,муниципальный округ Мещанский,2017,7.0
45380000,муниципальный округ Пресненский,2008,26.0
45380000,муниципальный округ Пресненский,2009,26.0
45380000,муниципальный округ Пресненский,2010,26.0
45380000,муниципальный округ Пресненский,2011,26.0
45380000,муниципальный округ Пресненский,2012,26.0
45380000,муниципальный округ Пресненский,2013,26.0
45380000,муниципальный округ Пресненский,2014,26.0
45380000,муниципальный округ Пресненский,2015,26.0
45380000,муниципальный округ Пресненский,2016,26.0
45380000,муниципальный округ Пресненский,2017,26.0
45381000,муниципальный округ Таганский,2008,5.0
45381000,муниципальный округ Таганский,2009,5.0
45381000,муниципальный округ Таганский,2010,5.0
45381000,муниципальный округ Таганский,2011,5.0
45381000,муниципальный округ Таганский,2012,5.0
45381000,муниципальный округ Таганский,2013,5.0
45381000,муниципальный округ Таганский,2014,5.0
45381000,муниципальный округ Таганский,2015,5.0
45381000,муниципальный округ Таганский,2016,5.0
45381000,муниципальный округ Таганский,2017,5.0
45382000,муниципальный округ Тверской,2008,12.0
45382000,муниципальный округ Тверской,2009,12.0
45382000,муниципальный округ Тверской,2010,12.0
45382000,муниципальный округ Тверской,2011,12.0
45382000,муниципальный округ Тверской,2012,12.0
45382000,муниципальный округ Тверской,2013,15.0
45382000,муниципальный округ Тверской,2014,15.0
45382000,муниципальный округ Тверской,2015,15.0
45382000,муниципальный округ Тверской,2016,34.0
45382000,муниципальный округ Тверской,2017,34.0
45383000,муниципальный округ Хамовники,2008,2.0
45383000,муниципальный округ Хамовники,2009,2.0
45383000,муниципальный округ Хамовники,2010,2.0
45383000,муниципальный округ Хамовники,2011,2.0
45383000,муниципальный округ Хамовники,2012,2.0
45383000,муниципальный округ Хамовники,2013,2.0
45383000,муниципальный округ Хамовники,2014,2.0
45383000,муниципальный округ Хамовники,2015,3.0
45383000,муниципальный округ Хамовники,2016,3.0
45383000,муниципальный округ Хамовники,2017,3.0
45384000,муниципальный округ Якиманка,2008,2.0
45384000,муниципальный округ Якиманка,2009,2.0
45384000,муниципальный округ Якиманка,2010,2.0
45384000,муниципальный округ Якиманка,2011,2.0
45384000,муниципальный округ Якиманка,2012,2.0
45384000,муниципальный округ Якиманка,2013,2.0
45384000,муниципальный округ Якиманка,2014,2.0
45384000,муниципальный округ Якиманка,2015,2.0
45384000,муниципальный округ Якиманка,2016,2.0
45384000,муниципальный округ Якиманка,2017,2.0
45387000,муниципальный округ Кузьминки,2008,2.0
45387000,муниципальный округ Кузьминки,2009,2.0
45387000,муниципальный округ Кузьминки,2010,3.0
45387000,муниципальный округ Кузьминки,2011,3.0
45387000,муниципальный округ Кузьминки,2012,2.0
45387000,муниципальный округ Кузьминки,2013,2.0
45387000,муниципальный округ Кузьминки,2014,1.0
45387000,муниципальный округ Кузьминки,2015,1.0
45387000,муниципальный округ Кузьминки,2016,1.0
45387000,муниципальный округ Кузьминки,2017,1.0
45394000,муниципальный округ Рязанский,2008,1.0
45394000,муниципальный округ Рязанский,2009,1.0
45394000,муниципальный округ Рязанский,2010,1.0
45394000,муниципальный округ Рязанский,2011,1.0
45394000,муниципальный округ Рязанский,2012,1.0
45394000,муниципальный округ Рязанский,2013,1.0
45394000,муниципальный округ Рязанский,2014,1.0
45394000,муниципальный округ Рязанский,2015,1.0
45394000,муниципальный округ Рязанский,2016,1.0
45394000,муниципальный округ Рязанский,2017,1.0
45398000,муниципальный округ Гагаринский,2008,4.0
45398000,муниципальный округ Гагаринский,2009,4.0
45398000,муниципальный округ Гагаринский,2010,4.0
45398000,муниципальный округ Гагаринский,2011,4.0
45398000,муниципальный округ Гагаринский,2012,4.0
45398000,муниципальный округ Гагаринский,2013,4.0
45398000,муниципальный округ Гагаринский,2014,3.0
45398000,муниципальный округ Гагаринский,2015,3.0
45398000,муниципальный округ Гагаринский,2016,3.0
45398000,муниципальный округ Гагаринский,2017,3.0
45902000,муниципальный округ Коньково,2009,1.0
45902000,муниципальный округ Коньково,2010,1.0
45902000,муниципальный округ Коньково,2011,1.0
45902000,муниципальный округ Коньково,2012,1.0
45902000,муниципальный округ Коньково,2013,1.0
45902000,муниципальный округ Коньково,2014,1.0
45902000,муниципальный округ Коньково,2015,1.0
45902000,муниципальный округ Коньково,2016,1.0
45902000,муниципальный округ Коньково,2017,1.0
45904000,муниципальный округ Ломоносовский,2008,1.0
45904000,муниципальный округ Ломоносовский,2009,1.0
45904000,муниципальный округ Ломоносовский,2010,1.0
45904000,муниципальный округ Ломоносовский,2011,1.0
45904000,муниципальный округ Ломоносовский,2012,1.0
45908000,муниципальный округ Черемушки,2008,1.0
45908000,муниципальный округ Черемушки,2009,1.0
45908000,муниципальный округ Черемушки,2010,1.0
45908000,муниципальный округ Черемушки,2011,1.0
45908000,муниципальный округ Черемушки,2012,1.0
45908000,муниципальный округ Черемушки,2013,1.0
45908000,муниципальный округ Черемушки,2014,1.0
45908000,муниципальный округ Черемушки,2015,1.0
45908000,муниципальный округ Черемушки,2016,1.0
45908000,муниципальный округ Черемушки,2017,1.0
45911000,муниципальный округ Бирюлево Восточное,2008,1.0
45911000,муниципальный округ Бирюлево Восточное,2009,1.0
45914000,муниципальный округ Даниловский,2008,1.0
45914000,муниципальный округ Даниловский,2009,1.0
45914000,муниципальный округ Даниловский,2010,1.0
45914000,муниципальный округ Даниловский,2011,1.0
45914000,муниципальный округ Даниловский,2012,1.0
45914000,муниципальный округ Даниловский,2013,1.0
45914000,муниципальный округ Даниловский,2014,1.0
45914000,муниципальный округ Даниловский,2015,1.0
45914000,муниципальный округ Даниловский,2016,1.0
45914000,муниципальный округ Даниловский,2017,1.0
45920000,муниципальный округ Нагорный,2008,1.0
45920000,муниципальный округ Нагорный,2009,1.0
45920000,муниципальный округ Нагорный,2010,1.0
45920000,муниципальный округ Нагорный,2011,1.0
45920000,муниципальный округ Нагорный,2012,1.0
45920000,муниципальный округ Нагорный,2013,1.0
45920000,муниципальный округ Нагорный,2014,1.0
45920000,муниципальный округ Нагорный,2015,1.0
45920000,муниципальный округ Нагорный,2016,1.0
45920000,муниципальный округ Нагорный,2017,1.0
46605000,Волоколамский (до 2020 г.),2017,0.0
46606000,Воскресенский (до 2020 г.),2007,2.0
46606000,Воскресенский (до 2020 г.),2008,2.0
46606000,Воскресенский (до 2020 г.),2009,2.0
46606000,Воскресенский (до 2020 г.),2010,1.0
46606000,Воскресенский (до 2020 г.),2011,1.0
46606000,Воскресенский (до 2020 г.),2012,1.0
46606000,Воскресенский (до 2020 г.),2013,1.0
46606000,Воскресенский (до 2020 г.),2017,1.0
46606100,Городские поселения Воскресенского муниципального района (до 2020 г.),2014,1.0
46606100,Городские поселения Воскресенского муниципального района (до 2020 г.),2015,1.0
46606101,Воскресенск (до 2020 г.),2007,2.0
46606101,Воскресенск (до 2020 г.),2008,2.0
46606101,Воскресенск (до 2020 г.),2009,2.0
46606101,Воскресенск (до 2020 г.),2010,2.0
46606101,Воскресенск (до 2020 г.),2011,2.0
46606101,Воскресенск (до 2020 г.),2012,1.0
46606101,Воскресенск (до 2020 г.),2013,1.0
46606101,Воскресенск (до 2020 г.),2014,1.0
46606101,Воскресенск (до 2020 г.),2015,1.0
46606101,Воскресенск (до 2020 г.),2016,1.0
46606101,Воскресенск (до 2020 г.),2017,1.0
46608000,Дмитровский (до 2019 г.),2007,2.0
46608000,Дмитровский (до 2019 г.),2008,2.0
46608000,Дмитровский (до 2019 г.),2009,2.0
46608000,Дмитровский (до 2019 г.),2010,2.0
46608000,Дмитровский (до 2019 г.),2011,2.0
46608000,Дмитровский (до 2019 г.),2012,2.0
46608000,Дмитровский (до 2019 г.),2013,2.0
46608000,Дмитровский (до 2019 г.),2017,1.0
46608100,Городские поселения Дмитровского муниципального района (до 2019 г.),2014,2.0
46608100,Городские поселения Дмитровского муниципального района (до 2019 г.),2015,2.0
46608101,Дмитров (до 2019 г.),2009,2.0
46608101,Дмитров (до 2019 г.),2010,2.0
46608101,Дмитров (до 2019 г.),2011,2.0
46608101,Дмитров (до 2019 г.),2012,2.0
46608101,Дмитров (до 2019 г.),2013,2.0
46608101,Дмитров (до 2019 г.),2014,2.0
46608101,Дмитров (до 2019 г.),2015,2.0
46608101,Дмитров (до 2019 г.),2016,2.0
46608101,Дмитров (до 2019 г.),2017,1.0
46608413,Габовское (до 2019 г.),2015,0.0
46615000,ND,2007,1.0
46615000,ND,2008,1.0
46615000,ND,2009,1.0
46615000,ND,2010,1.0
46615000,ND,2011,1.0
46615000,ND,2012,1.0
46615000,ND,2013,1.0
46615000,ND,2017,1.0
46615100,ND,2014,1.0
46615100,ND,2015,1.0
46615101,Сергиев Посад (до 2020 г.),2007,1.0
46615101,Сергиев Посад (до 2020 г.),2008,1.0
46615101,Сергиев Посад (до 2020 г.),2009,1.0
46615101,Сергиев Посад (до 2020 г.),2010,1.0
46615101,Сергиев Посад (до 2020 г.),2011,1.0
46615101,Сергиев Посад (до 2020 г.),2012,1.0
46615101,Сергиев Посад (до 2020 г.),2013,1.0
46615101,Сергиев Посад (до 2020 г.),2014,1.0
46615101,Сергиев Посад (до 2020 г.),2015,1.0
46615101,Сергиев Посад (до 2020 г.),2016,1.0
46615101,Сергиев Посад (до 2020 г.),2017,1.0
46615105,Пересвет (до 2020 г.),2012,0.0
46615105,Пересвет (до 2020 г.),2015,0.0
46615105,Пересвет (до 2020 г.),2016,0.0
46615105,Пересвет (до 2020 г.),2017,0.0
46618000,Истринский,2008,3.0
46618000,Истринский,2009,3.0
46618000,Истринский,2010,2.0
46618000,Истринский,2011,2.0
46618000,Истринский,2012,2.0
46618000,Истринский,2013,2.0
46618100,Городские поселения Истринского муниципального района,2014,2.0
46618100,Городские поселения Истринского муниципального района,2015,2.0
46618101,Истра (до 2018 г.),2008,3.0
46618101,Истра (до 2018 г.),2009,3.0
46618101,Истра (до 2018 г.),2010,2.0
46618101,Истра (до 2018 г.),2011,2.0
46618101,Истра (до 2018 г.),2012,2.0
46618101,Истра (до 2018 г.),2013,2.0
46618101,Истра (до 2018 г.),2014,2.0
46618101,Истра (до 2018 г.),2015,2.0
46618101,Истра (до 2018 г.),2016,2.0
46620402,Базаровское (до 2016 г.),2014,0.0
46623101,Красногорск (до 2018 г.),2016,1.0
46628416,Развилковское,2012,0.0
46628416,Развилковское,2013,0.0
46631000,Люберецкий,2008,1.0
46631000,Люберецкий,2009,1.0
46631000,Люберецкий,2010,1.0
46631000,Люберецкий,2011,1.0
46631000,Люберецкий,2012,1.0
46631000,Люберецкий,2013,1.0
46631100,Городские поселения Люберецкого муниципального района,2014,1.0
46631100,Городские поселения Люберецкого муниципального района,2015,1.0
46631101,Люберцы (до 2018 г.),2016,1.0
46631173,Томилино,2007,1.0
46631173,Томилино,2008,1.0
46631173,Томилино,2009,1.0
46631173,Томилино,2010,1.0
46631173,Томилино,2011,1.0
46631173,Томилино,2012,1.0
46631173,Томилино,2013,1.0
46631173,Томилино,2014,1.0
